DEPTH,WELL,CALI,CGR,DT,DTC,DTS,GR,NPHI,PE,POTA,RHOB,RT,RXO,SGR,THOR,URAN,LITHOLOGY
3694.4036,B,7.9699,21.6712,62.1382,-24.6912,33.3681,28,0.093401,5.1541,1.315,2.5719,1.4933,1.1596,28.2321,0.8767,0.5973,-999.25
3694.556,B,7.9725,21.2984,61.0942,63.195,120.1099,25.9846,0.091601,5.2,1.2971,2.5891,1.7119,1.4645,28.6374,0.8391,0.6958,-999.25
3694.7084,B,7.9749,20.3458,60.3646,62.811,117.6982,24.8265,0.086403,5.0974,1.2525,2.5999,1.9718,1.7356,28.1291,0.7379,0.7501,-999.25
3694.8608,B,7.9766,19.5276,59.9658,62.2733,115.6809,24.1915,0.082602,5.0011,1.2125,2.6119,2.3084,2.1589,27.5415,0.6589,0.7839,-999.25
3695.0132,B,7.9774,19.2535,59.8785,61.6987,114.4189,24.5139,0.079302,5.0279,1.1942,2.6166,2.5474,2.6491,27.1765,0.6558,0.7639,-999.25
3695.1656,B,7.9741,19.2385,59.8046,60.9799,113.2545,25.2125,0.076601,5.0647,1.1847,2.6145,2.9178,2.8438,26.9716,0.6962,0.7298,-999.25
3695.318,B,7.9685,19.718,59.8074,60.4331,112.4519,27.0219,0.0761,5.0556,1.1963,2.6099,2.9742,2.777,27.1713,0.7985,0.6831,-999.25
3695.4704,B,7.9628,20.4501,59.9414,60.1515,111.9996,27.7557,0.0755,5.0233,1.2152,2.6015,2.5709,2.3254,27.4111,0.9494,0.6126,-999.25
3695.6228,B,7.9616,21.1992,60.0264,59.9299,111.6032,26.2597,0.079498,4.9782,1.2404,2.5895,2.1667,1.8016,27.8199,1.0757,0.5933,-999.25
3695.7752,B,7.9618,21.6451,59.9791,59.796,111.2078,25.3817,0.093992,4.8854,1.2588,2.572,1.9912,1.4662,28.0313,1.1348,0.5937,-999.25
3695.9276,B,7.9622,22.1507,59.6255,59.629,110.3301,25.8453,0.098997,4.9025,1.2889,2.5653,2.0869,1.4602,28.5703,1.1582,0.6053,-999.25
3696.08,B,7.9636,22.9961,58.7869,59.4137,109.1456,26.7487,0.094303,5.0903,1.3456,2.5849,2.5577,2.302,29.7447,1.1666,0.6309,-999.25
3696.2324,B,7.9654,23.4468,58.2138,59.1979,108.1634,26.5517,0.0934,5.1658,1.3724,2.6205,3.177,2.9625,30.347,1.1873,0.6432,-999.25
3696.3848,B,7.9676,23.4592,57.9394,58.8685,107.2461,25.1105,0.080307,5.122,1.364,2.6496,4.2699,2.8743,30.4659,1.231,0.6445,-999.25
3696.5372,B,7.9709,23.0854,58.1134,58.359,106.2636,24.7335,0.060711,5.0394,1.3299,2.6669,4.8992,2.3572,30.1741,1.27,0.6369,-999.25
3696.6896,B,7.9729,22.5923,58.3656,57.6466,105.3372,25.1425,0.061799,5.0691,1.3025,2.6547,4.8836,2.2803,29.8962,1.2381,0.6513,-999.25
3696.842,B,7.9687,22.2838,58.4058,56.6398,104.6401,24.7725,0.065398,5.0769,1.2911,2.6414,4.527,2.3909,29.9474,1.1909,0.6884,-999.25
3696.9944,B,7.9621,21.9913,58.215,55.9117,104.3789,24.2947,0.0646,4.8883,1.289,2.6427,4.5197,2.4675,30.1311,1.105,0.7412,-999.25
3697.1468,B,7.9604,21.5606,58.1908,55.4591,104.48,23.0989,0.0641,4.7077,1.2781,2.6441,4.742,2.379,30.0428,1.0152,0.7743,-999.25
3697.2992,B,7.9629,20.8229,57.9042,55.0243,104.8396,22.7754,0.059503,4.7598,1.2327,2.6468,4.9315,2.4274,28.8171,0.9885,0.7134,-999.25
3697.4516,B,7.9532,20.5252,57.4368,54.9912,105.2711,24.6439,0.055502,4.8365,1.2069,2.6561,4.9273,2.7698,27.9551,1.0132,0.6388,-999.25
3697.604,B,7.9296,21.1548,57.2771,55.3733,105.7383,25.9458,0.053101,4.8452,1.2329,2.6596,4.8945,3.0997,28.0938,1.0966,0.5544,-999.25
3697.7564,B,7.9008,21.7419,57.6209,56.6057,106.6599,27.0565,0.051301,4.8297,1.2564,2.6491,4.3288,2.9981,28.2137,1.1778,0.4721,-999.25
3697.9088,B,7.8875,22.1495,58.1583,57.8911,107.5459,27.2752,0.052999,4.7301,1.2702,2.6247,3.801,2.6041,28.1417,1.2464,0.4109,-999.25
3698.0612,B,7.888,22.6499,58.5472,59.1128,108.6183,26.5867,0.054099,4.668,1.2907,2.6072,3.4561,2.0365,28.2462,1.3134,0.3668,-999.25
3698.2136,B,7.8892,23.3416,58.6829,60.3616,109.8043,27.1942,0.056499,4.8094,1.3301,2.5988,3.1732,1.8183,28.5881,1.3538,0.3395,-999.25
3698.366,B,7.8915,24.1998,58.7728,61.012,110.7455,28.4099,0.062996,4.9597,1.3842,2.5961,3.2555,1.9254,29.2815,1.3788,0.3296,-999.25
3698.5184,B,7.8948,24.1468,58.8597,60.9407,111.6548,27.9357,0.070696,5.0579,1.3946,2.6065,3.5909,2.3292,29.3479,1.3118,0.3494,-999.25
3698.6708,B,7.8901,22.9579,58.8688,59.8067,111.7531,25.6753,0.076497,5.1986,1.3516,2.6164,3.7349,2.7116,28.6535,1.1253,0.4013,-999.25
3698.8232,B,7.8788,22.3392,58.8097,58.3752,111.3261,24.9888,0.0763,5.3066,1.3311,2.6221,3.5644,2.5133,28.6368,1.0198,0.4499,-999.25
3698.9756,B,7.8706,21.7447,59.0498,57.3593,110.9057,25.5509,0.077699,5.325,1.3033,2.623,3.2304,2.0869,28.6909,0.956,0.4966,-999.25
3699.128,B,7.8654,21.643,59.7841,56.9134,110.6598,25.4488,0.0775,5.2555,1.3014,2.5938,2.7049,1.5456,29.1474,0.932,0.5244,-999.25
3699.2804,B,7.8596,21.882,61.0635,57.0047,110.984,26.0171,0.083397,5.2352,1.3096,2.5413,2.2767,1.3051,30.0094,0.9716,0.5566,-999.25
3699.4328,B,7.8478,21.6587,61.611,57.9306,112.4636,27.2098,0.089996,5.2159,1.2926,2.5338,2.1694,1.3322,30.2555,0.9788,0.5894,-999.25
3699.5852,B,7.8356,21.9301,61.77,59.2402,114.2852,28.6634,0.088501,5.1757,1.3055,2.543,2.1352,1.2823,30.8344,1.0065,0.607,-999.25
3699.7376,B,7.8315,22.5703,61.673,60.1573,115.3564,29.0291,0.081604,5.1539,1.3387,2.5534,2.0504,1.2586,31.6072,1.0594,0.6094,-999.25
3699.89,B,7.8259,23.183,61.5621,60.6914,115.7709,28.5349,0.084099,5.2533,1.3541,2.5495,1.8677,1.3231,31.794,1.1873,0.5754,-999.25
3700.0424,B,7.816,23.948,61.9506,61.0017,115.815,27.9605,0.093895,5.3404,1.3696,2.5493,1.7055,1.2966,32.0355,1.3651,0.535,-999.25
3700.1948,B,7.8063,24.4843,62.6564,61.048,115.6457,27.7759,0.104194,5.3666,1.3702,2.552,1.5329,1.1155,32.2815,1.5381,0.5233,-999.25
3700.3472,B,7.8041,24.9849,62.6757,60.8259,115.5502,27.3806,0.111296,5.3963,1.3742,2.5504,1.4206,1.009,32.5335,1.6838,0.5191,-999.25
3700.4996,B,7.8042,25.2333,62.211,60.5933,115.6247,27.4512,0.120895,5.3004,1.3915,2.546,1.351,1.1735,32.6213,1.6831,0.5126,-999.25
3700.652,B,7.805,25.2442,61.8096,60.5322,116.0229,28.2166,0.127896,5.1896,1.4015,2.5394,1.3191,1.4212,32.4653,1.6395,0.5003,-999.25
3700.8044,B,7.8047,25.1388,61.9058,60.5255,116.5304,28.8872,0.130798,5.1904,1.4066,2.5307,1.3142,1.3994,32.3096,1.5804,0.5024,-999.25
3700.9568,B,7.8014,25.1659,62.2052,60.6996,117.1171,29.1946,0.137596,5.2047,1.4185,2.5266,1.3441,1.2165,32.502,1.5328,0.5261,-999.25
3701.1092,B,7.7977,25.7106,62.6158,61.1457,117.9996,28.5852,0.135101,5.2233,1.4612,2.5282,1.3572,1.2023,33.8004,1.5094,0.604,-999.25
3701.2616,B,7.7962,26.0393,63.0867,61.5566,118.6041,28.0561,0.128304,5.2299,1.4937,2.5296,1.3431,1.1839,34.7646,1.4631,0.6676,-999.25
3701.414,B,7.7962,25.6498,63.4581,61.7813,118.8836,27.7954,0.131698,5.1342,1.4835,2.5293,1.2838,1.0325,34.3986,1.3836,0.6461,-999.25
3701.5664,B,7.7963,25.4685,63.9218,61.9276,119.0882,26.768,0.135398,5.0229,1.4817,2.5272,1.1946,0.8501,34.061,1.3323,0.6101,-999.25
3701.7188,B,7.7965,25.0186,64.2858,62.0063,119.2199,24.9031,0.134101,5.0169,1.4535,2.5279,1.1079,0.7464,33.0904,1.3185,0.5454,-999.25
3701.8712,B,7.7966,24.6091,64.4722,62.2028,119.4438,25.2942,0.136299,5.2219,1.4223,2.5287,1.0715,0.6886,32.0682,1.3321,0.4673,-999.25
3702.0236,B,7.7966,24.4796,64.4184,62.8417,120.2262,27.0553,0.137899,5.4224,1.4085,2.5269,1.0444,0.6697,31.5877,1.3552,0.4298,-999.25
3702.176,B,7.7966,25.3019,64.5884,63.7375,121.5456,28.4887,0.141898,5.4591,1.4504,2.526,1.0233,0.664,32.5224,1.4264,0.4532,-999.25
3702.3284,B,7.7967,24.9193,64.7016,64.494,122.869,28.4621,0.138602,5.3836,1.4329,2.5216,1.0202,0.6822,32.2108,1.3837,0.4833,-999.25
3702.4808,B,7.7968,24.2344,65.4282,65.1369,124.2908,27.4606,0.143297,5.3146,1.4048,2.5089,1.0127,0.7388,31.4906,1.2922,0.501,-999.25
3702.6332,B,7.7968,23.4113,65.8462,65.7144,125.87,27.053,0.1433,5.2969,1.3643,2.5036,1.0137,0.7507,30.5936,1.2138,0.5105,-999.25
3702.7856,B,7.7969,23.2433,65.5614,66.1304,127.2811,26.9812,0.136704,5.336,1.3555,2.5081,1.0556,0.7834,30.5381,1.2006,0.5287,-999.25
3702.938,B,7.7973,23.732,64.8594,66.2183,127.7806,27.7793,0.130703,5.4019,1.3836,2.5158,1.0377,0.8826,31.3613,1.2278,0.5568,-999.25
3703.0904,B,7.7983,24.1019,63.972,65.919,126.4432,29.0006,0.1308,5.3112,1.4242,2.5107,1.0993,0.9832,32.0931,1.1569,0.5726,-999.25
3703.2428,B,7.8006,24.2827,63.6985,65.5582,124.4896,28.9838,0.123904,5.1598,1.4591,2.5076,1.3143,1.3465,32.4984,1.0504,0.5751,-999.25
3703.3952,B,7.8036,24.0919,63.6454,65.1502,122.3802,28.7815,0.113006,5.1342,1.4705,2.5376,1.4697,1.8832,32.3853,0.9337,0.5674,-999.25
3703.5476,B,7.802,23.7162,64.0375,64.6468,120.0391,27.7556,0.103305,5.149,1.468,2.5747,1.4636,1.7216,32.085,0.8223,0.5598,-999.25
3703.7,B,7.7954,24.0657,64.822,64.2092,118.3225,26.9086,0.105699,5.2028,1.4967,2.5722,1.2796,1.1713,32.7342,0.8011,0.5745,-999.25
3703.8524,B,7.7858,24.3485,65.3889,63.9616,117.4338,26.7966,0.115095,5.2905,1.5214,2.5517,1.1995,0.8631,33.2889,0.7767,0.587,-999.25
3704.0048,B,7.7801,24.6281,65.3046,63.9678,117.3081,27.1185,0.118298,5.3864,1.5421,2.5336,1.1407,0.7538,33.5971,0.7703,0.5726,-999.25
3704.1572,B,7.781,24.8352,65.0538,64.4593,118.2038,27.3877,0.1191,5.4383,1.5551,2.5227,1.1002,0.7073,33.7524,0.7761,0.5531,-999.25
3704.3096,B,7.7832,23.9426,64.9615,65.0731,119.3802,27.2203,0.117301,5.3897,1.4937,2.524,1.1321,0.6651,32.6921,0.7742,0.5406,-999.25
3704.462,B,7.7842,23.0821,65.3144,65.894,121.0595,24.8956,0.116201,5.3217,1.4292,2.532,1.0809,0.6411,31.6056,0.7979,0.5276,-999.25
3704.6144,B,7.7788,22.8322,65.9872,67.2756,124.0122,21.3594,0.118998,5.1919,1.3996,2.5331,1.0161,0.6452,31.3001,0.8565,0.5279,-999.25
3704.7668,B,7.7667,22.8128,66.7927,68.2715,126.3391,19.1356,0.121099,5.0982,1.3858,2.5215,0.9619,0.6116,31.274,0.9155,0.5337,-999.25
3704.9192,B,7.7598,23.38,67.3032,68.6812,127.5542,19.2323,0.126697,5.1312,1.414,2.5018,0.9249,0.5618,31.8241,0.9681,0.5401,-999.25
3705.0716,B,7.7593,24.3975,67.8674,68.8628,128.3298,21.0115,0.137694,5.1734,1.4711,2.4954,0.8868,0.6256,32.7329,1.0315,0.5373,-999.25
3705.224,B,7.7594,25.1828,68.4509,68.9398,128.8851,22.1544,0.131503,5.138,1.5156,2.5089,0.8596,0.765,33.1764,1.0779,0.5098,-999.25
3705.3764,B,7.7581,26.3351,69.1707,69.0879,129.4317,22.4565,0.126803,5.1314,1.5787,2.5237,0.8325,0.89,33.636,1.1568,0.4557,-999.25
3705.5288,B,7.7562,27.1066,68.8917,69.6953,130.0183,22.4868,0.128899,5.1894,1.6176,2.5333,0.8107,0.9531,33.7751,1.2257,0.4163,-999.25
3705.6812,B,7.7554,27.5903,67.8133,68.1964,130.4065,22.3747,0.135796,5.2601,1.6317,2.5475,0.817,0.7769,33.2357,1.3177,0.3426,-999.25
3705.8336,B,7.7537,26.9497,67.6153,64.117,130.5369,21.405,0.140797,5.2839,1.5903,2.5539,0.8184,0.6342,31.857,1.3034,0.2842,-999.25
3705.986,B,7.7498,25.8064,67.0983,61.3574,130.3633,20.2988,0.136003,5.2755,1.5242,2.5508,0.8619,0.6069,29.9935,1.2417,0.2406,-999.25
3706.1384,B,7.7475,24.5759,67.3626,60.4493,129.852,20.7811,0.126205,5.2401,1.4538,2.5415,0.847,0.5998,28.0682,1.1717,0.2087,-999.25
3706.2908,B,7.7482,24.3273,68.2113,60.0304,128.9412,22.5949,0.117705,5.0536,1.4397,2.5447,0.7439,0.5035,27.3885,1.157,0.2028,-999.25
3706.4432,B,7.7443,24.327,68.6722,59.8503,127.5612,22.6135,0.108605,4.8209,1.4398,2.5501,0.6981,0.4667,26.9594,1.1567,0.1964,-999.25
3706.5956,B,7.732,24.0387,69.215,59.897,126.5662,20.7487,0.121293,4.9192,1.4166,2.5256,0.6295,0.575,26.1592,1.172,0.168,-999.25
3706.748,B,7.7197,23.6109,69.4842,60.8368,126.2053,18.5619,0.146486,5.1496,1.3845,2.5109,0.6124,0.7293,25.2701,1.1838,0.1432,-999.25
3706.9004,B,7.7133,23.2529,69.3584,62.102,126.0032,16.4274,0.157294,5.2459,1.353,2.5344,0.5782,0.7746,24.572,1.2155,0.1379,-999.25
3707.0528,B,7.7135,22.9627,68.9044,63.1068,126.2801,16.0546,0.153902,5.2514,1.3232,2.5365,0.5319,0.5851,23.9352,1.2619,0.135,-999.25
3707.2052,B,7.7134,22.9923,68.6267,63.8393,127.1664,16.882,0.148403,5.2331,1.3185,2.4926,0.5553,0.5687,23.6066,1.2936,0.1172,-999.25
3707.3576,B,7.7134,23.2159,68.6702,63.4514,128.1033,17.3091,0.145302,5.1904,1.3282,2.4712,0.5388,0.8351,23.463,1.3212,0.0887,-999.25
3707.51,B,7.7135,23.6625,68.9004,62.3519,128.8081,17.4407,0.1454,4.7822,1.3624,2.5203,-999.25,-999.25,23.6426,1.3057,0.059,-999.25
3707.6624,B,7.7133,23.9444,69.4252,60.9323,129.5946,17.8592,0.141002,4.3567,1.3897,2.5574,-999.25,-999.25,23.7694,1.2688,0.0431,-999.25
3707.8148,B,7.7127,24.2403,70.2545,59.9549,130.2001,17.8877,0.138202,4.5055,1.4225,2.5128,-999.25,-999.25,24.1,1.2103,0.0449,-999.25
3707.9672,B,7.7125,24.5127,71.2633,59.3739,131.0213,17.1465,0.149394,4.8283,1.4531,2.4633,-999.25,-999.25,24.4304,1.1546,0.0463,-999.25
3708.1196,B,7.7127,24.456,71.4879,58.6578,132.8637,16.3209,0.1489,5.078,1.4575,2.4497,-999.25,-999.25,24.4865,1.115,0.0473,-999.25
3708.272,B,7.7133,24.4132,71.4276,58.3675,134.5473,15.7291,0.146501,5.2207,1.463,2.4514,-999.25,-999.25,24.5514,1.0747,0.048,-999.25
3708.4244,B,7.7136,23.9476,70.7357,58.5776,135.3012,16.4741,0.154296,5.1608,1.4423,2.4527,-999.25,-999.25,24.2561,1.0202,0.0476,-999.25
3708.5768,B,7.7135,23.629,69.5321,58.7749,135.5932,17.8602,0.150202,5.0487,1.4349,2.4475,-999.25,-999.25,24.2964,0.9505,0.0501,-999.25
3708.7292,B,7.7133,23.6979,69.1308,58.9114,135.597,19.1437,0.1503,5.107,1.4505,2.453,-999.25,-999.25,24.6051,0.8994,0.0525,-999.25
3708.8816,B,7.7133,24.0906,69.4016,59.8131,135.0771,17.7478,0.144303,5.3182,1.485,2.4729,-999.25,-999.25,25.1036,0.8645,0.0586,-999.25
3709.034,B,7.7132,23.9119,69.9065,61.6004,133.4182,15.646,0.145,5.4302,1.4799,2.4788,-999.25,-999.25,24.9387,0.8298,0.0998,-999.25
3709.1864,B,7.7132,23.4638,70.1664,63.0287,131.2926,14.6113,0.149697,5.4458,1.4534,2.4789,-999.25,-999.25,24.5311,0.8084,0.1862,-999.25
3709.3388,B,7.7134,22.9311,69.8543,63.6374,129.9107,14.5797,0.152598,5.4013,1.4194,2.479,-999.25,-999.25,24.122,0.7947,0.1759,-999.25
3709.4912,B,7.7136,22.7161,69.2863,63.8929,129.1017,15.0225,0.1521,5.3243,1.4094,2.4923,-999.25,-999.25,24.3635,0.7719,0.0896,-999.25
3709.6436,B,7.7139,19.1937,68.9122,64.0333,128.5538,15.9302,0.1521,5.2592,1.4152,2.5084,-999.25,-999.25,24.9032,0.7597,0.0556,-999.25
3709.796,B,7.7141,13.7366,68.4516,66.0728,128.4388,17.1244,0.1521,5.2351,1.4077,2.5059,-999.25,-999.25,25.0947,0.744,0.0646,-999.25
3709.9484,B,7.7142,11.897,68.5491,69.4321,128.78,17.1316,0.1516,5.2124,1.3838,2.4968,-999.25,-999.25,24.9644,0.46,0.131,-999.25
3710.1008,B,7.7144,10.1346,69.77,71.1041,129.5567,15.5676,0.141306,5.2164,1.359,2.4949,-999.25,-999.25,24.8085,0.222,0.2562,-999.25
3710.2532,B,7.7146,9.0993,70.8298,71.3857,131.1141,14.197,0.134604,5.2243,1.3347,2.4956,-999.25,-999.25,24.6833,0.0569,0.3091,-999.25
3710.4056,B,7.716,9.3527,71.3857,71.3046,132.4933,13.6323,0.139297,5.1771,1.3388,2.4822,-999.25,-999.25,24.8004,0.027,0.2733,-999.25
3710.558,B,7.7153,10.0428,71.7079,71.3326,133.6886,13.9095,0.146796,5.112,1.3413,2.4632,-999.25,-999.25,24.8522,0.0349,0.2472,-999.25
3710.7104,B,7.712,10.3362,70.5675,71.4675,135.5284,15.0123,0.156994,4.9851,1.3281,2.4508,-999.25,-999.25,24.8045,0.0453,0.2623,-999.25
3710.8628,B,7.7077,10.3138,69.7487,71.5194,137.0111,17.4812,0.163197,4.8422,1.3164,2.4461,-999.25,-999.25,24.8064,0.0499,0.2679,-999.25
3711.0152,B,7.706,10.0482,69.3441,71.4242,137.9121,18.8413,0.161601,4.8471,1.2955,2.4503,-999.25,-999.25,24.9891,0.0491,0.2628,-999.25
3711.1676,B,7.7063,9.8285,68.6727,71.0728,138.65,17.4388,0.1618,5.0104,1.2624,2.452,-999.25,-999.25,25.0812,0.0456,0.2919,-999.25
3711.32,B,7.7073,10.1863,68.1022,70.6846,139.0951,16.045,0.159701,5.3514,1.187,2.455,-999.25,-999.25,-999.25,0.0342,0.2943,-999.25
3711.4724,B,7.7103,10.874,67.4123,70.1452,139.007,16.1006,0.154803,5.7051,1.0945,2.4768,-999.25,-999.25,-999.25,0.0272,0.2582,-999.25
3711.6248,B,7.7143,11.2901,66.7369,68.8635,137.9716,16.1919,0.153501,5.7215,1.0519,2.5002,-999.25,-999.25,-999.25,0.0271,0.2232,-999.25
3711.7772,B,7.7114,11.3816,65.6229,67.7588,136.8103,15.7027,0.145304,5.5311,0.8584,2.5233,-999.25,-999.25,-999.25,0.0271,0.2147,-999.25
3711.9296,B,7.6997,11.2863,64.5737,67.4061,135.823,15.311,0.130308,5.3861,0.7999,2.5484,-999.25,-999.25,-999.25,0.0269,0.226,-999.25
3712.082,B,7.6865,11.5844,63.2331,66.5219,129.6655,16.7858,0.106913,5.269,0.8206,2.5888,-999.25,-999.25,-999.25,0.0295,0.1996,-999.25
3712.2344,B,7.6789,12.3005,62.6435,65.4512,122.2088,17.7756,0.097605,5.2228,0.87,2.5941,-999.25,-999.25,-999.25,0.0367,0.1413,-999.25
3712.3868,B,7.6727,12.4656,62.3434,64.7561,119.4993,17.0102,0.0978,5.2094,0.8792,2.581,-999.25,-999.25,-999.25,0.0469,0.2258,-999.25
3712.5392,B,7.6703,11.6765,62.3636,63.9396,117.9095,16.6201,0.101398,5.2072,0.8209,2.5639,-999.25,-999.25,-999.25,0.0542,0.4372,-999.25
3712.6916,B,7.6708,10.6921,62.2665,63.2774,116.3634,18.9721,0.097402,5.1607,0.7483,2.5687,-999.25,-999.25,-999.25,0.0631,0.5888,-999.25
3712.844,B,7.6719,10.2376,61.4271,63.0155,114.5029,21.8427,0.091203,5.1094,0.7124,2.5748,-999.25,-999.25,-999.25,0.0767,0.6503,-999.25
3712.9964,B,7.6651,11.0731,61.0556,63.0524,113.0492,22.8182,0.082205,5.1519,0.7743,2.5718,-999.25,-999.25,-999.25,0.0685,0.6342,-999.25
3713.1488,B,7.6383,12.3966,60.0308,63.2907,111.6547,22.5128,0.074104,5.2303,0.8723,2.5769,-999.25,-999.25,17.6857,0.0544,0.5888,-999.25
3713.3012,B,7.6087,13.6125,58.9377,63.6216,109.7666,21.4067,0.070302,5.282,0.9574,2.6125,-999.25,-999.25,18.4957,0.062,0.5436,-999.25
3713.4536,B,7.5976,13.9941,58.3932,63.6441,108.7827,20.3137,0.067601,5.3023,0.9838,2.638,-999.25,-999.25,18.9112,0.0652,0.5474,-999.25
3713.606,B,7.5962,13.5189,59.9018,63.296,108.7393,20.7593,0.066201,5.3665,0.9505,2.614,-999.25,-999.25,18.834,0.0627,0.5918,-999.25
3713.7584,B,7.597,12.9931,61.9903,62.5905,109.485,22.8886,0.066,5.4562,0.9138,2.5943,-999.25,-999.25,18.7411,0.0591,0.64,-999.25
3713.9108,B,7.5982,12.4782,62.894,61.9956,110.3262,24.4248,0.0667,5.4913,0.8778,2.6184,-999.25,-999.25,18.863,0.0561,0.7109,-999.25
3714.0632,B,7.6002,12.1325,63.0763,62.0942,110.9644,25.7621,0.0663,5.528,0.8534,2.6393,-999.25,-999.25,18.9472,0.0546,0.7588,-999.25
3714.2156,B,7.6021,12.8357,63.0325,63.0881,111.8498,25.8943,0.0663,5.6149,0.8746,2.6113,-999.25,-999.25,18.7282,0.1699,0.6561,-999.25
3714.368,B,7.5988,13.6168,62.9101,63.9753,112.6325,23.4976,-999.25,5.7002,0.895,2.5727,-999.25,-999.25,18.2275,0.3107,0.5133,-999.25
3714.5204,B,7.5943,13.437,63.2793,63.9129,113.2475,22.3374,-999.25,5.8317,0.8572,2.5417,-999.25,-999.25,17.7383,0.4096,0.4788,-999.25
3714.6728,B,7.584,12.8598,63.3321,63.4597,113.7909,22.4046,-999.25,5.9957,0.8104,2.5259,-999.25,-999.25,17.4476,0.4317,0.5108,-999.25
3714.8252,B,7.5612,11.6843,62.7871,62.9004,114.2431,23.1259,-999.25,5.971,0.7491,2.5449,-999.25,-999.25,17.2364,0.3414,0.6181,-999.25
3714.9776,B,7.5287,9.9581,61.9621,62.1479,114.2789,24.3391,-999.25,6.0374,0.6729,2.5808,-999.25,-999.25,17.0411,0.154,0.7886,-999.25
3715.13,B,-999.25,9.6942,61.2865,61.4792,113.9191,23.7649,-999.25,6.3678,0.6698,2.5953,-999.25,-999.25,17.0693,0.0916,0.8211,-999.25
3715.2824,B,-999.25,10.2983,60.571,60.8075,112.8183,22.3179,-999.25,6.7245,0.7077,2.6148,-999.25,-999.25,17.1457,0.1128,0.7623,-999.25
3715.4348,B,-999.25,11.2419,59.008,59.4333,110.0167,22.1216,-999.25,6.6922,0.7687,2.6302,-999.25,-999.25,17.421,0.1385,0.6879,-999.25
3715.5872,B,-999.25,12.3271,56.7459,57.3918,106.5402,21.5473,-999.25,6.6245,0.7932,2.6438,-999.25,-999.25,17.857,0.3489,0.6156,-999.25
3715.7396,B,-999.25,13.092,55.0046,55.5472,104.1516,20.7085,-999.25,6.6027,0.8274,2.6616,-999.25,-999.25,18.4168,0.4301,0.5928,-999.25
3715.892,B,-999.25,13.63,53.3325,53.8879,102.1135,20.0734,-999.25,6.7931,0.8749,2.6906,-999.25,-999.25,18.7894,0.3941,0.5744,-999.25
3716.0444,B,-999.25,13.9575,51.6788,52.2129,99.7182,20.1662,-999.25,7.0426,0.8971,2.709,-999.25,-999.25,19.1596,0.3991,0.5792,-999.25
3716.1968,B,-999.25,13.9402,50.6526,50.9931,97.189,20.6782,-999.25,7.2182,0.9389,2.7045,-999.25,-999.25,19.8896,0.228,0.6624,-999.25
3716.3492,B,-999.25,14.4806,50.118,50.2875,94.7112,22.2689,-999.25,7.3455,1.0009,2.7041,-999.25,-999.25,20.4677,0.1355,0.6666,-999.25
3716.5016,B,-999.25,15.8603,50.0667,50.066,93.3459,24.5354,-999.25,7.6032,1.0316,2.7108,-999.25,-999.25,20.6768,0.4051,0.5363,-999.25
3716.654,B,-999.25,16.3693,50.3869,50.2275,93.0973,25.7041,-999.25,7.964,0.9997,2.7128,-999.25,-999.25,21.2282,0.676,0.541,-999.25
3716.8064,B,-999.25,15.9182,50.9108,50.6946,93.4525,26.8074,-999.25,8.332,0.9299,2.6984,-999.25,-999.25,21.815,0.825,0.6565,-999.25
3716.9588,B,-999.25,15.6227,51.3305,51.1544,94.1006,29.5249,0.040902,8.5841,0.8446,2.6858,-999.25,-999.25,22.1112,1.0796,0.7224,-999.25
3717.1112,B,-999.25,14.8898,51.6219,51.478,94.6454,31.1356,0.038102,8.5879,0.7774,2.6847,-999.25,-999.25,22.2937,1.1386,0.8243,-999.25
3717.2636,B,-999.25,13.4824,52.1106,51.8715,95.0669,31.0378,0.036801,8.5515,0.7291,2.6845,-999.25,-999.25,22.5433,0.931,1.0088,-999.25
3717.416,B,-999.25,13.5213,52.3009,52.2002,95.2813,30.1239,0.039898,-999.25,0.7697,-999.25,-999.25,-999.25,23.007,0.7812,1.0561,-999.25
3717.5684,B,-999.25,14.6739,52.6125,52.5566,95.2864,26.4851,0.048795,-999.25,0.8495,-999.25,-999.25,-999.25,23.2997,0.7917,0.9604,-999.25
3717.7208,B,-999.25,15.7627,53.2441,53.1686,95.1826,24.3947,0.056896,-999.25,0.8962,-999.25,-999.25,-999.25,22.9683,0.915,0.8022,-999.25
3717.8732,B,-999.25,16.4369,53.6676,53.5844,95.0919,25.1375,0.059399,-999.25,0.9095,-999.25,-999.25,-999.25,22.6981,1.0532,0.6971,-999.25
3718.0256,B,-999.25,16.6665,53.6536,53.6633,95.0343,28.2922,0.055602,-999.25,0.8902,-999.25,-999.25,-999.25,22.8209,1.1952,0.6852,-999.25
3718.178,B,-999.25,15.9921,53.5195,53.5548,94.9885,32.5813,0.046405,-999.25,0.8492,-999.25,-999.25,-999.25,23.7292,1.1664,0.8614,-999.25
3718.3304,B,-999.25,14.7145,53.289,53.3436,94.9853,34.0317,0.041902,-999.25,0.7948,-999.25,-999.25,-999.25,24.4297,1.0198,1.0817,-999.25
3718.4828,B,-999.25,13.0168,53.065,53.1242,95.0414,31.5588,0.0417,-999.25,0.6968,-999.25,-999.25,-999.25,24.8208,0.9276,1.3142,-999.25
3718.6352,B,-999.25,12.7993,52.882,52.9279,95.1537,27.6034,0.044698,-999.25,0.68,-999.25,-999.25,-999.25,24.4701,0.9323,1.2994,-999.25
