DEPTH,WELL,CALI,CGR,DT,DTC,DTS,GR,NPHI,PE,POTA,RHOB,RT,RXO,SGR,THOR,URAN,LITHOLOGY
4027.2452,B,6.5824,9.9318,50.5195,50.4847,92.8067,19.158,0.0095,6.3181,0.6121,2.7491,2241.3801,1.5972,17.3302,0.3881,0.8237,-999.25
4027.3976,B,6.5864,10.7092,50.6316,50.5931,92.985,20.0006,0.010699,6.2635,0.6401,2.7412,2058.1465,1.1726,18.0724,0.4976,0.8197,-999.25
4027.55,B,6.5911,10.8573,50.7261,50.6879,93.1118,21.4099,0.0113,6.0154,0.6628,2.7259,2069.0046,1.7329,18.0718,0.4495,0.8032,-999.25
4027.7024,B,6.5923,10.5286,50.7849,50.7671,93.2512,22.8545,0.010401,5.7319,0.6819,2.7243,2176.981,1.6623,17.6121,0.2803,0.7886,-999.25
4027.8548,B,6.591,10.0015,50.7675,50.7753,93.3052,22.842,0.008601,5.559,0.6822,2.7309,2872.1501,0.8728,17.0019,0.1295,0.7794,-999.25
4028.0072,B,6.591,9.7925,50.7363,50.747,93.157,22.745,0.007601,5.5163,0.667,2.7282,3107.6643,0.9895,16.6286,0.1307,0.7611,-999.25
4028.1596,B,6.5919,9.7858,50.7677,50.7448,92.8662,23.3684,0.0079,5.5101,0.6312,2.7151,2634.4993,3.652,16.3337,0.2708,0.729,-999.25
4028.312,B,6.5926,9.2908,50.8774,50.822,92.6249,22.339,0.008799,5.4635,0.6049,2.7016,2469.5754,5.5084,15.993,0.2346,0.7462,-999.25
4028.4644,B,6.5933,8.4554,51.0738,50.977,92.5778,19.7982,0.0088,5.4164,0.5817,2.6903,2174.7754,3.6436,16.0221,0.09,0.8424,-999.25
4028.6168,B,6.5939,7.8829,51.1284,51.1072,92.674,18.7682,0.0081,5.5381,0.55,2.6912,1934.2173,1.7545,16.625,0.0532,0.9733,-999.25
4028.7692,B,6.5948,8.7796,51.0011,51.0295,92.8571,19.2,0.0079,5.9129,0.5589,2.7129,1861.3097,0.9129,17.7103,0.2725,0.9943,-999.25
4028.9216,B,6.595,10.8386,50.686,50.703,92.9841,21.0945,0.0087,6.2796,0.6131,2.7378,1862.5652,0.6773,18.5603,0.6416,0.8597,-999.25
4029.074,B,6.5952,12.7776,50.4222,50.4724,92.8683,23.0069,0.0094,6.5395,0.672,2.7536,1872.5165,0.654,18.6943,0.9582,0.6588,-999.25
4029.2264,B,6.5956,14.5317,50.5743,50.5244,92.7084,24.2192,0.01,6.7464,0.7389,2.7609,1940.9825,0.8078,18.1199,1.1902,0.3996,-999.25
4029.3788,B,6.5958,14.8572,51.0285,50.9063,93.1074,23.1076,0.0099,6.7575,0.7861,2.7523,2106.7205,1.506,17.2987,1.0952,0.2718,-999.25
4029.5312,B,6.5959,14.0265,51.7586,51.5822,94.3888,22.6478,0.0096,6.522,0.7769,2.7372,1916.8307,3.6582,17.0838,0.8958,0.3404,-999.25
4029.6836,B,6.5965,11.8153,52.5249,52.3339,97.4873,23.6114,0.0093,5.9755,0.6967,2.716,1268.98,69.4414,17.908,0.5868,0.6783,-999.25
4029.836,B,6.598,10.1202,52.8939,52.8036,100.8832,24.7502,0.0095,5.3711,0.6277,2.7088,877.9346,318.6797,19.267,0.3795,1.0183,-999.25
4029.9884,B,6.6004,9.8669,52.6808,52.7465,101.599,26.6619,0.0102,4.7196,0.6165,2.7092,802.1,536.233,20.3586,0.3522,1.1681,-999.25
4030.1408,B,6.6022,11.0566,52.4664,52.5323,100.836,26.8196,0.011199,4.3006,0.6638,2.7104,658.3051,377.0515,20.6791,0.5023,1.0714,-999.25
4030.2932,B,6.6036,11.9472,52.3045,52.3578,99.696,23.7447,0.012099,4.2337,0.6811,2.7074,604.4565,167.474,20.8765,0.6861,0.994,-999.25
4030.4456,B,6.6055,12.6544,52.17,52.2133,98.3978,23.1095,0.0125,4.5087,0.5968,2.7066,610.7271,27.3596,21.1759,1.2211,0.9487,-999.25
4030.598,B,6.6089,14.0393,52.1158,52.1274,97.5795,26.4137,0.0128,4.8444,0.4946,2.7098,554.4353,6.1507,21.269,2.0203,0.805,-999.25
4030.7504,B,6.6145,15.3398,52.201,52.163,97.7349,28.902,0.0129,5.0258,0.4768,2.705,528.1782,4.8349,20.413,2.4597,0.5648,-999.25
4030.9028,B,6.6196,16.2951,52.2998,52.2559,98.3627,28.5536,0.0125,5.0731,0.511,2.6895,555.5826,16.0703,19.3704,2.5951,0.3424,-999.25
4031.0552,B,6.6237,15.0538,52.5172,52.4081,98.7377,25.3931,0.0119,5.1537,0.5603,2.6727,563.0266,16.9015,18.6908,2.0474,0.4049,-999.25
4031.2076,B,6.6274,12.1425,52.837,52.7048,98.744,23.2975,0.0115,5.2986,0.5897,2.6694,560.245,7.92,18.3412,1.1048,0.6901,-999.25
4031.36,B,6.6277,11.8653,53.0457,52.9612,98.4432,23.136,0.0112,5.4165,0.6518,2.676,636.8662,5.3392,18.4898,0.7793,0.7375,-999.25
4031.5124,B,6.6245,13.8538,53.1153,53.0961,98.349,23.0801,0.0112,5.3324,0.719,2.6864,671.6199,3.4216,18.7999,1.0769,0.5507,-999.25
4031.6648,B,6.6193,14.0009,52.9231,53.0337,98.7814,23.8345,0.012299,5.1116,0.7694,2.6999,651.9236,2.832,19.2876,0.9185,0.5886,-999.25
4031.8172,B,6.6174,13.4777,52.8094,52.8734,99.3551,24.9091,0.0131,5.0207,0.7669,2.7115,657.0306,3.243,19.9496,0.7798,0.7205,-999.25
4031.9696,B,6.6177,14.1002,52.5764,52.6188,99.2637,26.0116,0.0132,5.0784,0.6974,2.7195,623.4233,4.3716,20.8233,1.2321,0.7486,-999.25
4032.122,B,6.618,13.818,52.1532,52.2172,98.1289,26.3767,0.0129,5.1135,0.6136,2.7183,585.1404,5.6623,21.1075,1.4847,0.8116,-999.25
4032.2744,B,6.6184,12.6597,51.9764,52.0105,96.659,25.9801,0.0124,5.0647,0.5568,2.7149,576.8063,8.554,20.7868,1.3817,0.9048,-999.25
4032.4268,B,6.6196,11.4404,52.0432,52.0267,95.7738,24.4418,0.0119,4.9239,0.5394,2.7114,595.9979,15.8562,19.9082,1.1047,0.9428,-999.25
4032.5792,B,6.6228,11.6864,52.1567,52.127,95.3007,21.6738,0.0116,4.7208,0.6156,2.7085,616.3118,47.357,18.934,0.8723,0.8069,-999.25
4032.7316,B,6.6257,11.6942,52.3074,52.2701,95.0974,21.0243,0.012,4.6522,0.6965,2.7013,567.0677,149.5015,18.7488,0.5535,0.7854,-999.25
4032.884,B,6.6268,10.7761,52.4795,52.4309,95.2818,22.7108,0.013299,4.7542,0.7123,2.6859,491.9725,209.6389,19.89,0.23,1.0147,-999.25
4033.0364,B,6.6259,8.5967,52.6585,52.6077,96.5822,24.9734,0.014499,4.89,0.5999,2.6793,477.8105,64.2295,21.5896,0.0579,1.4465,-999.25
4033.1888,B,6.6235,6.8765,52.8556,52.7973,98.5935,26.2594,0.0153,4.9558,0.476,2.6897,446.7408,14.6179,21.725,0.0618,1.6531,-999.25
4033.3412,B,6.6209,6.8737,53.0223,52.9588,99.9733,25.5585,0.0151,4.9044,0.4387,2.7067,445.4516,9.831,20.6804,0.2089,1.5372,-999.25
4033.4936,B,6.6202,8.578,53.3544,53.2314,100.5941,24.5992,0.0143,4.8794,0.5086,2.7163,462.8072,16.4836,20.2428,0.4152,1.2987,-999.25
4033.646,B,6.6218,9.7977,53.8367,53.6645,100.8413,24.9634,0.0141,4.9824,0.6212,2.7093,433.7285,26.8678,20.3995,0.314,1.1804,-999.25
4033.7984,B,6.6237,10.3885,54.3038,54.1443,100.9572,26.0953,0.0146,5.1478,0.714,2.6939,409.0583,21.6977,20.7348,0.113,1.1519,-999.25
4033.9508,B,6.6248,10.388,54.515,54.456,101.5623,26.1919,0.0154,5.2028,0.7301,2.6818,416.7542,7.4001,21.127,0.0494,1.1957,-999.25
4034.1032,B,6.6238,10.4668,54.4418,54.4947,102.3357,24.743,0.016,5.121,0.7345,2.6742,407.742,4.0609,21.4011,0.0539,1.2174,-999.25
4034.2556,B,6.6205,11.1181,53.9146,54.1756,102.9332,23.976,0.016,4.9987,0.7608,2.6721,415.4081,387.339,21.0971,0.1346,1.1111,-999.25
4034.408,B,6.619,12.0016,53.2741,53.5337,102.6138,24.9627,0.0156,4.8811,0.7824,2.6832,438.192,9636.7988,20.409,0.2995,0.936,-999.25
4034.5604,B,6.621,12.6217,52.9753,53.0878,100.7757,24.3601,0.0153,4.728,0.7976,2.7002,400.0823,18916.6094,19.5836,0.415,0.7751,-999.25
4034.7128,B,6.6221,12.1313,52.9189,52.9424,98.4298,22.3437,0.0151,4.5941,0.7858,2.7026,359.4644,13770.7051,19.5184,0.3229,0.8224,-999.25
4034.8652,B,6.6207,11.0357,52.9223,52.9172,96.0417,23.6191,0.0156,4.5742,0.6734,2.6927,342.4486,16149.1875,20.9294,0.458,1.1014,-999.25
4035.0176,B,6.6198,10.3335,52.9243,52.9266,94.5882,27.3382,0.017099,4.68,0.5835,2.6833,317.7755,19997.7754,22.1445,0.6159,1.315,-999.25
4035.17,B,6.6208,10.1787,52.8327,52.8546,95.9826,29.5006,0.018899,4.8117,0.582,2.6777,269.5101,14125.6709,22.7328,0.5779,1.3978,-999.25
4035.3224,B,6.6223,10.4725,52.5876,52.6108,100.0141,28.4641,0.0189,4.8029,0.6569,2.6811,249.5727,6240.2036,22.7681,0.364,1.3689,-999.25
4035.4748,B,6.6238,10.7282,52.2484,52.3201,102.8252,27.3796,0.0183,4.6865,0.7208,2.6886,237.8554,2414.5747,22.5514,0.1828,1.3163,-999.25
4035.6272,B,6.6262,10.2742,52.0866,52.1169,103.1175,26.5567,0.017101,4.4486,0.7171,2.6995,220.4988,1752.7032,21.7882,0.0683,1.2819,-999.25
4035.7796,B,6.6293,7.6771,51.9678,51.9948,101.8623,24.9888,0.014701,4.1644,0.5382,2.7083,209.5805,1496.5437,20.117,0.0417,1.385,-999.25
4035.932,B,6.6317,6.1483,51.9304,51.9367,99.6063,23.3022,0.012901,4.1078,0.4301,2.7114,208.0767,811.1213,19.4363,0.0374,1.4794,-999.25
4036.0844,B,6.6345,6.7743,51.9546,51.9475,97.3067,22.4118,0.0123,4.2671,0.4753,2.7147,215.1901,378.465,19.8438,0.0352,1.4551,-999.25
4036.2368,B,6.6365,8.9973,51.9811,51.9808,95.7562,22.956,0.0125,4.5023,0.6357,2.7156,227.295,277.5829,20.5706,0.0292,1.2885,-999.25
4036.3892,B,6.6354,12.3849,51.8555,51.8975,94.8201,24.7193,0.0128,4.7517,0.8783,2.7143,244.0976,6156.834,20.5985,0.0272,0.9144,-999.25
4036.5416,B,6.6326,14.714,51.6848,51.7405,93.9173,25.8677,0.013,4.832,1.0449,2.7094,264.3648,10192.3467,19.8513,0.0267,0.572,-999.25
4036.694,B,6.6312,14.6912,51.5194,51.5758,92.6185,24.577,0.0126,4.8093,1.0421,2.6966,285.8865,3057.5627,19.0025,0.0317,0.48,-999.25
4036.8464,B,6.631,13.2441,51.3739,51.4191,91.0978,21.9522,0.011601,4.8136,0.9066,2.6848,306.376,79.8097,18.01,0.1591,0.5307,-999.25
4036.9988,B,6.6307,12.3878,51.3506,51.3508,90.4086,19.8886,0.010701,4.8527,0.7843,2.6887,317.5464,5.6909,17.0183,0.4016,0.5155,-999.25
4037.1512,B,6.6308,12.5718,51.4655,51.4167,90.1076,18.8697,0.0105,4.8449,0.7836,2.7059,310.4573,22.9714,16.6415,0.4565,0.453,-999.25
4037.3036,B,6.6312,12.9577,51.5914,51.5219,89.8294,18.6062,0.011599,4.7535,0.8495,2.7168,290.6815,8404.7959,16.9131,0.3045,0.4403,-999.25
4037.456,B,6.6317,14.2103,52.1093,51.8472,90.2121,19.698,0.013999,4.6425,0.9577,2.7145,220.4919,12200.9307,18.7695,0.2298,0.5076,-999.25
4037.6084,B,6.6322,15.6327,52.8215,52.5238,91.7537,21.8181,0.016598,4.5695,0.9966,2.7068,157.06,4450.0664,20.876,0.4796,0.5838,-999.25
4037.7608,B,6.6324,15.5778,53.279,53.0904,93.9794,24.9793,0.018399,4.4914,0.9092,2.6982,132.9948,398.7011,22.3703,0.811,0.7562,-999.25
4037.9132,B,6.6326,14.6553,53.4894,53.3948,96.357,26.6783,0.0186,4.4427,0.7943,2.695,125.6745,370.5672,22.5133,1.0054,0.8748,-999.25
4038.0656,B,6.6327,13.9327,53.5999,53.5556,99.5702,25.776,0.017401,4.4604,0.6712,2.6987,128.4918,411.5457,21.3883,1.2887,0.83,-999.25
4038.218,B,6.6327,13.6712,53.6066,53.6053,102.1638,24.8823,0.015801,4.5085,0.6019,2.7083,142.4743,438.0666,20.6478,1.4895,0.7767,-999.25
4038.3704,B,6.6328,12.8243,53.5546,53.5658,102.765,25.7276,0.014601,4.4992,0.6108,2.7186,164.5693,1136.4539,20.481,1.2141,0.8525,-999.25
4039.1324,B,6.6378,8.1642,53.1699,53.1744,101.536,26.2249,0.0131,4.563,0.4847,2.7239,261.2365,20.2032,21.7657,0.3923,1.5143,-999.25
4039.2848,B,6.6391,8.868,53.1876,53.1798,99.5019,25.5789,0.0131,4.4865,0.5296,2.7259,251.6249,385.3794,21.2434,0.4141,1.3778,-999.25
4039.4372,B,6.6396,9.4717,53.2505,53.236,99.8035,23.7637,0.0138,4.6046,0.6226,2.7212,234.7062,757.3457,21.3291,0.2159,1.3201,-999.25
4039.5896,B,6.6399,9.4785,53.2736,53.2699,100.1404,23.5609,0.014999,4.7932,0.6514,2.7104,220.5121,345.7814,21.941,0.1035,1.3875,-999.25
4039.742,B,6.6404,8.6964,53.2347,53.2506,99.9484,25.3069,0.0153,4.9003,0.5814,2.6918,221.8815,69.8739,22.3283,0.1594,1.5176,-999.25
4039.8944,B,6.6417,8.3473,53.142,53.1759,99.2574,26.4777,0.0147,4.9854,0.5577,2.6738,229.8967,6.7582,21.8388,0.1547,1.502,-999.25
4040.0468,B,6.6455,8.7773,53.0285,53.0662,98.232,25.1814,0.013501,5.0658,0.6093,2.6814,241.3226,22.1548,20.5722,0.0721,1.3132,-999.25
4040.1992,B,6.6503,9.4946,52.9839,52.9894,97.4629,22.6143,0.012301,5.0399,0.6672,2.7138,250.3324,39.6522,19.0995,0.0454,1.0693,-999.25
4040.3516,B,6.6541,10.409,53.1331,53.0662,97.6967,20.2958,0.0116,4.9184,0.7353,2.7445,247.5841,3036.0779,18.2219,0.0344,0.8698,-999.25
4040.504,B,6.6571,11.4451,53.282,53.2159,98.4889,19.9307,0.0119,4.7926,0.8102,2.7546,246.15,13208.0186,18.5763,0.0314,0.7939,-999.25
4040.6564,B,6.6605,12.329,53.5634,53.43,99.5984,22.3576,0.013299,4.6406,0.8699,2.7502,227.3971,14695.7314,20.9459,0.0451,0.9594,-999.25
4040.8088,B,6.6653,12.7785,53.7447,53.6686,100.8124,23.5034,0.015998,4.487,0.8974,2.7408,193.5563,6882.2988,22.9273,0.0634,1.1299,-999.25
4040.9612,B,6.6971,13.9883,53.8876,53.8142,101.3477,24.1027,0.019398,4.4721,0.9004,2.7242,173.5016,1567.3707,23.7584,0.3944,1.0877,-999.25
4041.1136,B,6.7372,15.2212,53.9561,53.9268,101.3798,26.6476,0.021799,4.6832,0.8913,2.7086,166.4444,92.5175,23.9338,0.7808,0.97,-999.25
4041.266,B,6.7809,13.7122,53.9497,53.9532,100.9234,29.6125,0.023399,4.9801,0.8396,2.699,152.5419,18.7143,23.004,0.5577,1.0345,-999.25
4041.4184,B,6.7942,12.1575,53.9433,53.9464,100.4111,29.5179,0.0238,5.1015,0.8159,2.6979,152.6979,13.9885,22.249,0.2104,1.1235,-999.25
4041.5708,B,6.792,11.7582,53.9423,53.9431,100.0265,27.6675,0.024699,5.1197,0.7978,2.6972,156.3829,678.9236,21.6,0.1691,1.0957,-999.25
4041.7232,B,6.7896,12.2006,53.9399,53.9434,99.7823,25.6591,0.025599,5.1104,0.7937,2.6932,151.7241,801.7523,21.7451,0.3109,1.0626,-999.25
4041.8756,B,6.7883,12.7803,53.8773,53.8979,99.6083,24.1524,0.0259,5.1078,0.8035,2.6896,153.7308,676.4334,22.1667,0.4366,1.045,-999.25
4042.028,B,6.7885,13.376,53.6796,53.7127,99.5687,23.8067,0.0257,5.0975,0.8163,2.6891,166.2595,466.0874,22.5578,0.5547,1.0222,-999.25
4042.1804,B,6.7902,13.2741,53.349,53.4291,99.7023,26.0908,0.0251,5.0066,0.781,2.6965,181.63,39.9131,22.3863,0.6659,1.0145,-999.25
4042.3328,B,6.792,12.5304,53.139,53.1909,99.8818,26.7319,0.024001,4.8663,0.7263,2.7014,192.1648,13.7123,21.8025,0.6721,1.0323,-999.25
4042.4852,B,6.793,11.6365,52.9753,53.0192,100.0845,25.8091,0.022701,4.7709,0.726,2.6985,208.8943,16.3427,21.1034,0.4198,1.054,-999.25
4042.6376,B,6.7936,10.7336,52.875,52.8997,100.3229,25.5173,0.0222,4.8149,0.7244,2.6913,218.4546,21.6531,20.5499,0.1698,1.0929,-999.25
4042.79,B,6.794,9.4655,52.8835,52.869,100.563,24.8008,0.021101,4.8745,0.6626,2.6887,220.9057,14.5543,20.1444,0.0555,1.1889,-999.25
4042.9424,B,6.7943,8.5318,53.0801,53.018,100.8216,24.2635,0.019601,4.8708,0.586,2.6911,223.75,10.5519,19.9525,0.0942,1.2716,-999.25
4043.0948,B,6.7944,9.1008,53.2777,53.2048,100.9903,25.0862,0.0192,4.8823,0.5953,2.6986,223.4439,8.1911,20.0577,0.219,1.2198,-999.25
4043.2472,B,6.7946,10.9815,53.5924,53.461,101.1474,25.5452,0.020099,4.9071,0.6981,2.7118,216.2248,5.8036,20.3765,0.3445,1.046,-999.25
4043.3996,B,6.7946,12.8931,54.0723,53.9031,101.4954,25.0854,0.021099,4.8067,0.8186,2.7248,203.5924,3.5695,20.8788,0.4086,0.889,-999.25
4043.552,B,6.7947,14.0861,54.3569,54.2536,101.915,25.771,0.022899,4.6053,0.8967,2.7281,167.7818,6.124,21.953,0.437,0.8758,-999.25
4043.7044,B,6.7957,14.7733,54.4877,54.4451,102.3223,27.4063,0.025898,4.4575,0.9044,2.7233,126.6369,16.0426,23.4279,0.6014,0.9635,-999.25
4043.8568,B,6.7984,14.4238,54.4211,54.462,102.786,29.6292,0.028698,4.4027,0.8211,2.7157,104.0485,88.4009,25.2072,0.8329,1.2006,-999.25
4044.0092,B,6.8004,13.835,54.3399,54.3756,103.1059,31.6335,0.029799,4.3934,0.7548,2.7094,95.4547,102.8326,26.0789,0.9292,1.3631,-999.25
4044.1616,B,6.8029,14.2445,54.2757,54.2984,103.3236,33.4127,0.028401,4.4391,0.8021,2.7053,94.9695,53.7099,24.8954,0.8577,1.1858,-999.25
4044.314,B,6.8067,15.3798,54.5191,54.3912,103.7574,32.5958,0.025602,4.5471,0.8681,2.7006,97.9509,40.2029,23.1536,0.9181,0.8655,-999.25
4044.4664,B,6.8151,15.7094,55.0374,54.7716,104.3669,27.3742,0.022702,4.7326,0.901,2.6969,114.7429,83.4642,21.163,0.881,0.6072,-999.25
4044.6188,B,6.8224,15.2141,55.4787,55.2545,105.0259,25.2327,0.0225,4.8338,0.8873,2.6996,109.4822,119.6668,20.5397,0.7947,0.5929,-999.25
4044.7712,B,6.831,14.2704,55.8805,55.7648,105.8094,24.6694,0.025898,4.8279,0.83,2.7038,75.1575,127.2144,22.3871,0.7539,0.9037,-999.25
4044.9236,B,6.839,14.2825,56.3692,56.2871,106.742,24.7396,0.031797,4.8262,0.8106,2.6939,55.2089,80.2945,24.7556,0.8347,1.166,-999.25
4045.076,B,6.8463,14.8387,56.9443,56.8208,107.9178,28.1979,0.037397,4.8866,0.8509,2.6839,45.447,44.9571,27.2281,0.8325,1.3794,-999.25
4045.2284,B,6.8532,15.6211,57.3064,57.2282,108.9859,35.165,0.042497,5.0067,0.9297,2.6822,38.0139,34.4137,29.9265,0.7419,1.5927,-999.25
4045.3808,B,6.8538,15.7633,57.3774,57.3632,109.3268,38.4523,0.0428,5.09,0.9505,2.6975,36.4491,38.8437,30.3542,0.6995,1.6245,-999.25
4045.5332,B,6.8521,14.7587,57.3441,57.3513,109.2091,36.5169,0.039602,5.0915,0.9137,2.7052,41.2581,48.3432,29.2855,0.5605,1.6173,-999.25
4045.6856,B,6.8542,13.1895,57.338,57.3374,109.0295,33.4523,0.036602,5.1078,0.8352,2.6963,46.5386,64.5603,27.4376,0.4267,1.5862,-999.25
4045.838,B,6.8583,13.0324,57.3795,57.3627,108.913,31.2304,0.0367,5.1237,0.8053,2.6841,44.6625,72.0887,26.298,0.5009,1.4769,-999.25
4045.9904,B,6.8603,16.833,57.5287,57.4693,109.0484,31.7751,0.038599,5.0722,0.9019,2.6755,42.4084,56.8694,26.3799,1.1957,1.0628,-999.25
4046.1428,B,6.8599,22.3644,57.8599,57.7565,109.7856,34.4945,0.040399,4.9941,1.046,2.6673,42.2139,39.6952,27.2034,2.1935,0.5387,-999.25
4046.2952,B,6.8605,24.9421,58.1294,58.0276,110.5626,36.2003,0.0409,4.9735,1.0775,2.6623,41.3189,42.4879,27.6706,2.7998,0.3037,-999.25
4046.4476,B,6.8638,23.9768,58.6015,58.3984,111.3542,33.4545,0.039701,5.0237,1.0127,2.6699,41.3307,51.8906,27.64,2.7833,0.4078,-999.25
4046.6,B,6.868,20.5675,59.3841,59.1026,112.6519,29.9227,0.0401,5.0385,0.9198,2.6881,37.7584,47.4523,28.0275,2.1849,0.8306,-999.25
4046.7524,B,6.8738,18.0473,59.8903,59.7074,113.7748,33.391,0.044997,4.9726,0.8947,2.7034,29.866,29.8249,29.2572,1.569,1.2481,-999.25
4046.9048,B,6.88,17.6903,60.091,60.0317,114.5858,40.0461,0.051696,4.9172,0.9495,2.7032,24.7677,19.219,30.5971,1.2504,1.4369,-999.25
4047.0572,B,6.8871,19.6558,59.8706,59.9905,115.2219,42.8412,0.055898,4.9294,1.1197,2.6876,22.3174,17.8213,31.2588,1.1322,1.2918,-999.25
4047.2096,B,6.8916,21.3163,59.6376,59.7598,115.5288,41.6084,0.0552,4.9903,1.2278,2.6714,22.938,19.2613,30.7882,1.1741,1.0545,-999.25
4047.362,B,6.8852,21.448,58.9884,59.3466,115.2438,39.1577,0.051102,5.0581,1.1966,2.6642,28.7644,26.3384,28.9147,1.3351,0.8313,-999.25
4047.5144,B,6.8755,19.4835,58.1884,58.5586,114.1213,36.5023,0.046203,5.0961,1.1078,2.6704,34.1257,38.2667,27.4037,1.1304,0.8819,-999.25
4047.6668,B,6.8691,16.3604,57.7002,57.9146,112.8651,31.9434,0.041603,5.1191,1.0215,2.6819,38.7325,45.9962,26.5974,0.5874,1.1397,-999.25
4047.8192,B,6.8685,15.4305,57.519,57.6043,112.0981,30.7089,0.040301,5.1426,1.001,2.6909,40.1173,40.4727,26.6255,0.4046,1.2463,-999.25
4047.9716,B,6.8725,16.8535,57.5487,57.5527,111.8784,34.2267,0.0405,5.1724,0.9802,2.6982,38.2217,30.4801,26.8026,0.8909,1.1077,-999.25
4048.124,B,6.8799,17.3858,57.8463,57.76,112.2325,37.3592,0.04,5.1748,0.9757,2.6997,37.4448,27.5671,26.4187,1.0597,1.0057,-999.25
4048.2764,B,6.8735,16.3576,58.8916,58.5886,113.8054,37.7629,0.039001,5.1686,0.9727,2.7001,38.0909,30.7054,25.5426,0.7801,1.0226,-999.25
4048.4288,B,6.8346,14.5509,61.2212,60.785,118.176,35.7196,0.0383,5.1658,0.9644,2.6997,39.1995,34.8774,24.4732,0.2999,1.1047,-999.25
4048.5812,B,6.7327,14.0974,64.6271,63.7888,124.0796,31.8554,0.042198,5.1652,0.9501,2.6946,34.2781,26.4525,25.9045,0.2283,1.3145,-999.25
4048.7336,B,6.6407,15.0858,66.8271,66.2382,128.6737,29.6065,0.053793,5.1292,0.9517,2.6851,23.1051,16.9525,29.8758,0.5025,1.6466,-999.25
4048.886,B,6.5905,19.5858,69.0109,68.3769,132.2647,34.6103,0.078885,5.0375,1.1094,2.6687,14.6126,10.0167,36.9373,1.1533,1.9318,-999.25
4049.0384,B,6.5886,25.1946,71.0857,70.4929,135.4518,45.2108,0.104185,4.9405,1.3593,2.6539,12.9033,7.9293,44.0147,1.7529,2.0953,-999.25
4049.1908,B,6.5886,29.1629,72.5788,72.1479,137.735,56.6374,0.12149,4.8519,1.5733,2.6411,12.9575,8.811,47.4149,2.0292,2.032,-999.25
4049.3432,B,6.5886,29.6646,73.213,73.0366,138.7408,61.9424,0.1215,4.8019,1.6305,2.6388,15.0479,11.6582,46.122,1.9446,1.8322,-999.25
4049.4956,B,6.5886,28.4592,73.1113,73.1914,138.7535,59.9879,0.114604,4.7634,1.586,2.6389,17.4938,13.0321,42.2652,1.7788,1.5371,-999.25
4049.648,B,6.5886,27.8801,72.1303,72.5915,137.8338,51.9603,0.111202,4.7488,1.5536,2.632,16.9928,11.8528,38.8722,1.7432,1.2238,-999.25
4049.8004,B,6.5889,28.8051,69.7821,70.7098,135.4799,45.0905,0.112399,4.6894,1.5451,2.6226,14.7198,9.7519,37.3603,2.0396,0.9525,-999.25
4049.9528,B,6.5903,28.6758,67.0213,68.1592,132.3885,45.9088,0.111401,4.5104,1.474,2.6281,13.8375,8.8383,36.2608,2.2853,0.8445,-999.25
4050.1052,B,6.5924,25.088,64.2072,65.3927,128.6335,47.8772,0.099707,4.2981,1.2705,2.6518,14.6268,9.8362,33.4901,2.0748,0.9354,-999.25
4050.2576,B,6.5957,19.9573,61.3995,62.5579,123.4836,43.8518,0.077013,4.1976,1.0414,2.6799,17.4713,14.5935,29.5722,1.5286,1.0704,-999.25
4050.41,B,6.5988,16.1865,60.5452,60.8959,119.5774,37.1788,0.056312,4.1948,0.9383,2.694,22.9567,19.0767,26.6284,0.8683,1.1624,-999.25
4050.5624,B,6.6045,13.5899,60.3912,60.4428,118.2444,31.0976,0.042708,4.2475,0.9095,2.6955,28.5954,20.7285,25.0934,0.2453,1.2807,-999.25
4050.7148,B,6.6111,13.165,61.0891,60.7265,118.2155,28.7766,0.040401,4.402,0.9244,2.6884,28.3685,20.748,26.0114,0.0658,1.4302,-999.25
4050.8672,B,6.6197,14.235,62.3346,61.6952,119.4161,29.4542,0.044598,4.6866,0.964,2.6796,24.4999,16.4294,27.3208,0.2122,1.4569,-999.25
4051.0196,B,6.6242,16.1054,63.2476,62.776,120.9375,31.1884,0.051096,4.8753,1.0131,2.6685,22.381,13.5248,28.535,0.548,1.3838,-999.25
4051.172,B,6.6277,17.4345,63.8048,63.6126,122.0875,35.2075,0.059895,4.9657,0.9766,2.6497,20.8628,13.9014,29.9578,1.0699,1.3943,-999.25
4051.3244,B,6.6299,17.0515,64.1856,64.1279,122.7017,37.8669,0.065397,5.0043,0.935,2.6377,19.0233,15.0399,30.4658,1.1265,1.4934,-999.25
4051.4768,B,6.6297,16.4655,64.3392,64.3253,122.6194,37.8914,0.068898,5.0327,0.9315,2.6335,18.0177,14.347,31.0558,0.9743,1.6244,-999.25
4051.6292,B,6.6277,16.4202,63.9501,64.0069,121.3852,36.1082,0.072598,5.0501,0.9771,2.6348,18.2373,12.4666,31.8393,0.7805,1.7167,-999.25
4051.7816,B,6.6281,18.2464,63.4596,63.5754,120.1212,36.9154,0.074399,5.0475,1.1126,2.6434,19.8523,15.5776,30.74,0.7603,1.391,-999.25
4051.934,B,6.6319,19.4874,63.4302,63.4594,119.8011,39.9158,0.068503,5.0583,1.1832,2.6595,22.0476,23.9014,27.9963,0.8325,0.9474,-999.25
4052.0864,B,6.6372,18.5671,63.057,63.1893,119.2929,35.9206,0.055907,5.1028,1.1237,2.6811,26.2856,27.544,24.8656,0.8073,0.7012,-999.25
