DEPTH,PHIE,SWE,VSH
3031.6,0.04259,0.6367,0.000001
3031.7,0.040415,0.5676,0.000001
3031.8,0.038698,0.5864,0.000001
3031.9,0.037582,0.5228,0.000001
3032,0.036643,0.4649,0.000001
3032.1,0.034884,0.4589,0.003796
3032.2,0.027572,0.5048,0.018255
3032.3,0.024267,0.5227,0.025588
3032.4,0.026002,0.5209,0.025186
3032.5,0.032162,0.3879,0.019269
3032.6,0.042605,0.1706,0.006432
3032.7,0.051575,0.0623,0.000001
3032.8,0.054139,0.033,0.000001
3032.9,0.055842,0.1014,0.000001
3033,0.058201,0.1493,0.000001
3033.1,0.059954,0.2161,0.000001
3033.2,0.059868,0.3005,0.005442
3033.3,0.051195,0.5394,0.019239
3033.4,0.044074,0.8476,0.020437
3033.5,0.055836,0.8022,0.000001
3033.6,0.060808,0.7428,0.000001
3033.7,0.064851,0.7391,0.000001
3033.8,0.069357,0.7471,0.000001
3033.9,0.072319,0.7501,0.000001
3034,0.079423,0.6909,0.000001
3034.1,0.077868,0.707,0.000001
3034.2,0.07611,0.7242,0.000001
3034.3,0.074072,0.7325,0.000001
3034.4,0.075716,0.686,0.000001
3034.5,0.075274,0.6633,0.000001
3034.6,0.074361,0.6566,0.000001
3034.7,0.074547,0.6467,0.000001
3034.8,0.076417,0.6239,0.000001
3034.9,0.073061,0.6474,0.015746
3035,0.075171,0.6636,0.014402
3035.1,0.078746,0.6466,0.009142
3035.2,0.082523,0.6504,0.010879
3035.3,0.083578,0.679,0.013227
3035.4,0.084223,0.7073,0.014793
3035.5,0.095428,0.6599,0.000001
3035.6,0.094146,0.6994,0.000001
3035.7,0.093363,0.7259,0.000001
3035.8,0.092607,0.7579,0.000001
3035.9,0.098,0.7194,0.000001
3036,0.10336,0.6814,0.000001
3036.1,0.10803,0.6498,0.000001
3036.2,0.111386,0.6382,0.000001
3036.3,0.109469,0.6818,0.000001
3036.4,0.117068,0.6821,0.000001
3036.5,0.124613,0.6968,0.000001
3036.6,0.126222,0.7302,0.000001
3036.7,0.126839,0.7678,0.000001
3036.8,0.127516,0.8084,0.000001
3036.9,0.128984,0.8965,0.000001
3037,0.13077,0.932,0.000001
3037.1,0.13348,0.9284,0.000001
3037.2,0.135788,0.9285,0.000001
3037.3,0.139369,0.9209,0.000001
3037.4,0.142364,0.915,0.000001
3037.5,0.146216,0.8944,0.000001
3037.6,0.14781,0.8983,0.000001
3037.7,0.146995,0.9034,0.000001
3037.8,0.145753,0.9112,0.000001
3037.9,0.143602,0.925,0.000001
3038,0.143727,0.9207,0.000001
3038.1,0.144256,0.9038,0.000001
3038.2,0.145546,0.8959,0.000001
3038.3,0.147383,0.8849,0.000001
3038.4,0.148227,0.8835,0.000001
3038.5,0.146665,0.9028,0.000001
3038.6,0.146011,0.8936,0.000001
3038.7,0.142376,0.9165,0.000001
3038.8,0.139495,0.9356,0.000001
3038.9,0.136144,0.9587,0.000001
3039,0.133316,0.9752,0.000001
3039.1,0.133545,0.96,0.000001
3039.2,0.134176,0.9518,0.000001
3039.3,0.135372,0.9271,0.000001
3039.4,0.135651,0.9097,0.000001
3039.5,0.133172,0.9051,0.000001
3039.6,0.131843,0.8794,0.000001
3039.7,0.131003,0.8724,0.000001
3039.8,0.131316,0.8555,0.000001
3039.9,0.13203,0.8334,0.000001
3040,0.134219,0.8174,0.000001
3040.1,0.135358,0.8025,0.000001
3040.2,0.133996,0.8083,0.000001
3040.3,0.133064,0.8086,0.000001
3040.4,0.133734,0.8125,0.000001
3040.5,0.134475,0.8056,0.000001
3040.6,0.135272,0.7932,0.000001
3040.7,0.135429,0.79,0.000001
3040.8,0.134447,0.7837,0.000001
3040.9,0.132774,0.7862,0.000001
3041,0.128639,0.8244,0.000001
3041.1,0.127561,0.8021,0.000001
3041.2,0.127164,0.8024,0.000001
3041.3,0.123884,0.8167,0.000001
3041.4,0.11927,0.8437,0.000001
3041.5,0.115985,0.8513,0.000001
3041.6,0.112183,0.8687,0.000001
3041.7,0.110177,0.8646,0.000001
3041.8,0.109683,0.8359,0.000001
3041.9,0.110056,0.7857,0.000001
3042,0.109538,0.7505,0.000001
3042.1,0.108482,0.7178,0.000001
3042.2,0.110088,0.6777,0.000001
3042.3,0.112556,0.6417,0.000001
3042.4,0.112036,0.6332,0.000001
3042.5,0.110897,0.6362,0.000001
3042.6,0.111172,0.6321,0.000001
3042.7,0.1111,0.6343,0.000001
3042.8,0.110618,0.6451,0.000001
3042.9,0.111258,0.6555,0.000001
3043,0.111511,0.6793,0.000001
3043.1,0.114248,0.6917,0.000001
3043.2,0.116929,0.7003,0.000001
3043.3,0.118598,0.7173,0.000001
3043.4,0.120376,0.7331,0.000001
3043.5,0.121261,0.7527,0.000001
3043.6,0.121641,0.7843,0.000001
3043.7,0.121589,0.7905,0.000001
3043.8,0.121897,0.7885,0.000001
3043.9,0.125005,0.769,0.000001
3044,0.127121,0.7584,0.000001
3044.1,0.1253,0.7707,0.000001
3044.2,0.122366,0.7779,0.000001
3044.3,0.119666,0.7933,0.000001
3044.4,0.11751,0.7979,0.000001
3044.5,0.115523,0.7964,0.000001
3044.6,0.11345,0.7964,0.000001
3044.7,0.109102,0.8039,0.000001
3044.8,0.108229,0.7664,0.000001
3044.9,0.10891,0.7258,0.000001
3045,0.109662,0.6917,0.000001
3045.1,0.112423,0.6468,0.000001
3045.2,0.1132,0.6203,0.004163
3045.3,0.114679,0.6011,0.000236
3045.4,0.114551,0.5873,0.000001
3045.5,0.115234,0.5901,0.000001
3045.6,0.115757,0.6184,0.000001
3045.7,0.115753,0.6373,0.000001
3045.8,0.117829,0.6544,0.000118
3045.9,0.119009,0.6674,0.000001
3046,0.118201,0.6835,0.000001
3046.1,0.117297,0.6922,0.000001
3046.2,0.116242,0.697,0.000001
3046.3,0.113915,0.7062,0.000001
3046.4,0.109843,0.7304,0.000001
3046.5,0.103935,0.7658,0.000001
3046.6,0.099761,0.7696,0.000001
3046.7,0.092626,0.8007,0.000001
3046.8,0.091262,0.7785,0.000001
3046.9,0.085576,0.7845,0.000001
3047,0.082101,0.7394,0.000001
3047.1,0.080866,0.6935,0.000001
3047.2,0.080414,0.6189,0.000001
3047.3,0.079164,0.5742,0.000001
3047.4,0.078363,0.5519,0.000001
3047.5,0.080228,0.5059,0.000001
3047.6,0.082852,0.4897,0.000851
3047.7,0.072989,0.5494,0.030422
3047.8,0.071062,0.5735,0.033421
3047.9,0.076616,0.5528,0.017813
3048,0.08328,0.5232,0.003499
3048.1,0.083394,0.531,0.003134
3048.2,0.072726,0.6047,0.031498
3048.3,0.077818,0.5789,0.013659
3048.4,0.083138,0.5478,0.000001
3048.5,0.083564,0.5442,0.000001
3048.6,0.081892,0.5536,0.000001
3048.7,0.079355,0.5709,0.000001
3048.8,0.078015,0.5803,0.000001
3048.9,0.077274,0.5871,0.000001
3049,0.076697,0.5916,0.000001
3049.1,0.074361,0.6083,0.000001
3049.2,0.071089,0.6358,0.000001
3049.3,0.069077,0.6534,0.000001
3049.4,0.067369,0.6622,0.000001
3049.5,0.068796,0.6276,0.000001
3049.6,0.070624,0.5932,0.000001
3049.7,0.072336,0.5637,0.000001
3049.8,0.067131,0.5919,0.000001
3049.9,0.063269,0.6129,0.000001
3050,0.067586,0.5609,0.000001
3050.1,0.069283,0.5409,0.000001
3050.2,0.071709,0.5275,0.000001
3050.3,0.072101,0.5344,0.000001
3050.4,0.076371,0.5138,0.000001
3050.5,0.081969,0.4869,0.000001
3050.6,0.074442,0.5355,0.000001
3050.7,0.069437,0.555,0.000001
3050.8,0.0648,0.5791,0.000001
3050.9,0.060758,0.5831,0.000001
3051,0.060612,0.5438,0.000001
3051.1,0.06437,0.5171,0.000001
3051.2,0.068753,0.4463,0.000001
3051.3,0.070091,0.4447,0.003402
3051.4,0.065552,0.4997,0.017502
3051.5,0.072022,0.6545,0.019625
3051.6,0.072963,0.7809,0.029113
3051.7,0.080109,0.8158,0.024624
3051.8,0.091201,0.778,0.009641
3051.9,0.096672,0.8566,0.000001
3052,0.100782,0.8837,0.000001
3052.1,0.105995,0.8914,0.000001
3052.2,0.109255,0.8823,0.000001
3052.3,0.112987,0.8643,0.000001
3052.4,0.114155,0.8424,0.000001
3052.5,0.115471,0.8009,0.000001
3052.6,0.105704,0.8225,0.000001
3052.7,0.098962,0.794,0.000001
3052.8,0.088672,0.8016,0.000001
3052.9,0.073591,0.8315,0.000001
3053,0.06939,0.7357,0.000001
3053.1,0.067173,0.6093,0.000001
3053.2,0.06165,0.5586,0.000001
3053.3,0.0599,0.5383,0.000001
3053.4,0.060704,0.5326,0.000001
3053.5,0.063813,0.5559,0.000001
3053.6,0.068613,0.6326,0.000001
3053.7,0.075709,0.5921,0.000001
3053.8,0.074505,0.6386,0.018883
3053.9,0.066679,0.7558,0.0479
3054,0.066767,0.7604,0.047483
3054.1,0.072958,0.7154,0.028988
3054.2,0.07903,0.6804,0.000001
3054.3,0.075757,0.6537,0.000001
3054.4,0.071842,0.6029,0.000001
3054.5,0.066228,0.6102,0.000001
3054.6,0.062377,0.6117,0.000001
3054.7,0.060502,0.585,0.000001
3054.8,0.062163,0.5238,0.000001
3054.9,0.064662,0.4889,0.000001
3055,0.063415,0.4311,0.000001
3055.1,0.064722,0.4691,0.000001
3055.2,0.065618,0.57,0.000001
3055.3,0.06485,0.6145,0.006945
3055.4,0.068184,0.6477,0.000001
3055.5,0.069693,0.6785,0.000001
3055.6,0.072922,0.6605,0.000001
3055.7,0.073435,0.6664,0.000001
3055.8,0.071148,0.6925,0.000001
3055.9,0.067604,0.691,0.000001
3056,0.066894,0.6301,0.000001
3056.1,0.063377,0.6036,0.000001
3056.2,0.059911,0.5721,0.000001
3056.3,0.055889,0.4876,0.000001
3056.4,0.054241,0.4319,0.000001
3056.5,0.053344,0.4082,0.000001
3056.6,0.04877,0.4277,0.000001
3056.7,0.048413,0.3818,0.000001
3056.8,0.041901,0.3866,0.013619
3056.9,0.032979,0.4101,0.030924
3057,0.031301,0.4091,0.029186
3057.1,0.023727,0.6761,0.043827
3057.2,0.022422,0.7884,0.048047
3057.3,0.03018,0.6979,0.020393
3057.4,0.026781,0.8127,0.034632
3057.5,0.028338,0.7858,0.043519
3057.6,0.028127,0.8795,0.045159
3057.7,0.036841,0.8455,0.021565
3057.8,0.048982,0.7694,0.000001
3057.9,0.048054,0.8207,0.013652
3058,0.049623,0.8162,0.026399
3058.1,0.060749,0.704,0.001528
3058.2,0.06096,0.7089,0.000001
3058.3,0.053888,0.8036,0.000001
3058.4,0.050892,0.8457,0.000001
3058.5,0.050092,0.8325,0.000001
3058.6,0.050374,0.7717,0.000001
3058.7,0.053608,0.6749,0.000001
3058.8,0.053746,0.6227,0.000001
3058.9,0.053172,0.5025,0.012002
3059,0.058633,0.3017,0.005153
3059.1,0.049019,0.3351,0.012455
3059.2,0.04463,0.512,0.000001
3059.3,0.043294,0.437,0.000001
3059.4,0.037635,0.4312,0.000001
3059.5,0.034316,0.4239,0.000001
3059.6,0.035389,0.4237,0.000001
3059.7,0.036431,0.3781,0.000001
3059.8,0.036377,0.4585,0.000001
3059.9,0.040447,0.5118,0.000001
3060,0.041946,0.5912,0.000001
3060.1,0.045745,0.6773,0.000001
3060.2,0.049943,0.8123,0.000001
3060.3,0.055248,0.7796,0.000001
3060.4,0.058877,0.7733,0.000001
3060.5,0.060334,0.7826,0.000001
3060.6,0.059182,0.8212,0.000001
3060.7,0.059721,0.8036,0.000001
3060.8,0.062293,0.7269,0.000001
3060.9,0.061392,0.6753,0.000001
3061,0.059063,0.5796,0.000001
3061.1,0.055088,0.491,0.000001
3061.2,0.052361,0.4346,0.000001
3061.3,0.048662,0.3963,0.000001
3061.4,0.047986,0.3682,0.000001
3061.5,0.034355,0.5153,0.023335
3061.6,0.027155,0.6316,0.044304
3061.7,0.028199,0.5768,0.040967
3061.8,0.039675,0.4652,0.010451
3061.9,0.047403,0.4734,0.005193
3062,0.04333,0.5693,0.022779
3062.1,0.037924,0.7128,0.055316
3062.2,0.030172,0.6591,0.084373
3062.3,0.043263,0.4324,0.073069
3062.4,0.057572,0.5776,0.05863
3062.5,0.053822,0.6025,0.052334
3062.6,0.047202,0.7228,0.055156
3062.7,0.063818,0.5457,0.004509
3062.8,0.061974,0.5174,0.006235
3062.9,0.059431,0.4991,0.006195
3063,0.059842,0.3964,0.000155
3063.1,0.056531,0.2872,0.000001
3063.2,0.054588,0.3088,0.000001
3063.3,0.055576,0.3649,0.000001
3063.4,0.051742,0.2832,0.019075
3063.5,0.032408,0.3519,0.05443
3063.6,0.024495,0.4074,0.072364
3063.7,0.023289,0.3821,0.075396
3063.8,0.037805,0.2454,0.043311
3063.9,0.043999,0.2051,0.02967
3064,0.04162,0.2013,0.038573
3064.1,0.039612,0.1881,0.065414
3064.2,0.044668,0.1623,0.069267
3064.3,0.057181,0.1326,0.040852
3064.4,0.0621,0.1366,0.025934
3064.5,0.049725,0.1956,0.049697
3064.6,0.052465,0.2174,0.031698
3064.7,0.062114,0.2134,0.000001
3064.8,0.06145,0.2318,0.000001
3064.9,0.061151,0.2506,0.000001
3065,0.060709,0.2616,0.000001
3065.1,0.061287,0.2617,0.000001
3065.2,0.060156,0.27,0.000001
3065.3,0.057367,0.2639,0.000001
3065.4,0.046585,0.2855,0.028047
3065.5,0.047926,0.2484,0.021258
3065.6,0.060394,0.176,0.000001
3065.7,0.05894,0.1503,0.000001
3065.8,0.06272,0.1289,0.000001
3065.9,0.063131,0.1243,0.000001
3066,0.059866,0.1239,0.000001
3066.1,0.055463,0.1317,0.000001
3066.2,0.055446,0.1345,0.000001
3066.3,0.049069,0.1511,0.022996
3066.4,0.058387,0.1319,0.008423
3066.5,0.059141,0.1327,0.000001
3066.6,0.0588,0.1338,0.000001
3066.7,0.057822,0.1353,0.006517
3066.8,0.057472,0.136,0.008345
3066.9,0.061969,0.1276,0.000001
3067,0.060412,0.1312,0.000001
3067.1,0.058554,0.1355,0.000001
3067.2,0.056224,0.1413,0.000001
3067.3,0.043518,0.1768,0.022748
3067.4,0.034172,0.216,0.041029
3067.5,0.033694,0.2177,0.044085
3067.6,0.029612,0.2387,0.05684
3067.7,0.032288,0.2197,0.060372
3067.8,0.038927,0.1899,0.046635
3067.9,0.035891,0.2081,0.040919
3068,0.040398,0.1936,0.023178
3068.1,0.045794,0.1755,0.014377
3068.2,0.032269,0.238,0.039644
3068.3,0.030901,0.2515,0.037857
3068.4,0.039354,0.2117,0.01168
3068.5,0.0437,0.1964,0.000001
3068.6,0.047959,0.1812,0.000001
3068.7,0.049022,0.1795,0.000001
3068.8,0.050224,0.1775,0.000001
3068.9,0.046682,0.1921,0.005795
3069,0.046775,0.1912,0.018068
3069.1,0.050238,0.1823,0.011394
3069.2,0.053173,0.1773,0.000001
3069.3,0.045848,0.2094,0.010211
3069.4,0.050638,0.2014,0.000001
3069.5,0.053686,0.1992,0.000001
3069.6,0.055744,0.1975,0.000001
3069.7,0.051753,0.2142,0.000001
3069.8,0.051338,0.2257,0.000001
3069.9,0.051217,0.2528,0.000001
3070,0.053414,0.2651,0.002777
3070.1,0.050539,0.2916,0.014238
3070.2,0.048936,0.3174,0.019999
3070.3,0.046281,0.2264,0.026078
3070.4,0.042597,0.253,0.030497
3070.5,0.042405,0.3694,0.026338
3070.6,0.048347,0.3834,0.001268
3070.7,0.045918,0.4625,0.000001
3070.8,0.045656,0.4229,0.000001
3070.9,0.04215,0.4553,0.01417
3071,0.047888,0.4947,0.000001
3071.1,0.050339,0.6604,0.000001
3071.2,0.05369,0.6645,0.000001
3071.3,0.056662,0.6609,0.000001
3071.4,0.057958,0.6306,0.000001
3071.5,0.058383,0.684,0.000001
3071.6,0.05788,0.6784,0.000001
3071.7,0.059588,0.624,0.000001
3071.8,0.062933,0.6884,0.000001
3071.9,0.061313,0.7165,0.000001
3072,0.06049,0.7182,0.000001
3072.1,0.059687,0.7062,0.000001
3072.2,0.057809,0.6705,0.000001
3072.3,0.055768,0.6515,0.000001
3072.4,0.053789,0.5848,0.000001
3072.5,0.052706,0.5205,0.000001
3072.6,0.049179,0.5039,0.000001
3072.7,0.046428,0.4585,0.000001
3072.8,0.044771,0.4198,0.000001
3072.9,0.041528,0.428,0.000001
3073,0.043501,0.4118,0.000001
3073.1,0.044858,0.4121,0.000001
3073.2,0.044471,0.4327,0.000001
3073.3,0.044488,0.4225,0.000001
3073.4,0.044999,0.3986,0.000001
3073.5,0.038456,0.4239,0.020332
3073.6,0.033044,0.4479,0.0358
3073.7,0.037886,0.3332,0.017559
3073.8,0.036031,0.3385,0.020313
3073.9,0.03128,0.3652,0.029642
3074,0.031974,0.401,0.023445
3074.1,0.034001,0.3482,0.015988
3074.2,0.027471,0.3717,0.03138
3074.3,0.023995,0.3831,0.041847
3074.4,0.025037,0.3609,0.040143
3074.5,0.030603,0.3247,0.025521
3074.6,0.038139,0.3496,0.013234
3074.7,0.038512,0.3637,0.004602
3074.8,0.03303,0.4333,0.017655
3074.9,0.028252,0.4984,0.032495
3075,0.024514,0.485,0.044665
3075.1,0.024371,0.5702,0.047067
3075.2,0.021985,0.8226,0.056996
3075.3,0.018328,0.9999,0.07344
3075.4,0.019991,0.9999,0.079772
3075.5,0.022845,1,0.080013
3075.6,0.027212,0.9692,0.07403
3075.7,0.032238,0.9175,0.061712
3075.8,0.041317,0.8142,0.043162
3075.9,0.044166,0.8333,0.045268
3076,0.043714,0.906,0.054585
3076.1,0.04468,0.9129,0.059764
3076.2,0.05342,0.8307,0.049524
3076.3,0.060716,0.7681,0.040525
3076.4,0.065338,0.6914,0.034891
3076.5,0.07073,0.6221,0.023936
3076.6,0.076843,0.5796,0.011482
3076.7,0.079306,0.558,0.003919
3076.8,0.080593,0.6019,0.000001
3076.9,0.080161,0.5978,0.000001
3077,0.078822,0.5867,0.000001
3077.1,0.077413,0.5294,0.000001
3077.2,0.076833,0.5044,0.000001
3077.3,0.077961,0.564,0.000001
3077.4,0.078333,0.6135,0.000001
3077.5,0.076823,0.6248,0.000001
3077.6,0.075386,0.6441,0.000001
3077.7,0.076548,0.6965,0.000001
3077.8,0.078733,0.6868,0.000001
3077.9,0.080286,0.7101,0.000001
3078,0.083825,0.6992,0.000001
3078.1,0.081999,0.722,0.000001
3078.2,0.079082,0.7344,0.000001
3078.3,0.077883,0.719,0.000001
3078.4,0.076159,0.7082,0.000001
3078.5,0.074326,0.7019,0.000001
3078.6,0.070917,0.6626,0.000001
3078.7,0.065489,0.6426,0.000001
3078.8,0.062493,0.6377,0.000001
3078.9,0.063741,0.5852,0.000001
3079,0.060693,0.583,0.000001
3079.1,0.06057,0.559,0.000001
3079.2,0.059901,0.5575,0.000001
3079.3,0.058813,0.5613,0.000001
3079.4,0.058431,0.569,0.000001
3079.5,0.058983,0.5679,0.000001
3079.6,0.058025,0.5809,0.008428
3079.7,0.058957,0.5856,0.006416
3079.8,0.059292,0.5966,0.005062
3079.9,0.05669,0.6153,0.018169
3080,0.054389,0.6053,0.024005
3080.1,0.054921,0.571,0.027447
3080.2,0.055711,0.494,0.027665
3080.3,0.058869,0.4559,0.02029
3080.4,0.062656,0.4595,0.009847
3080.5,0.063076,0.4586,0.007495
3080.6,0.064471,0.4805,0.000001
3080.7,0.061146,0.5534,0.000001
3080.8,0.060258,0.5754,0.000001
3080.9,0.061436,0.5712,0.000001
3081,0.062915,0.5617,0.000001
3081.1,0.063145,0.557,0.000001
3081.2,0.062154,0.5493,0.000001
3081.3,0.060869,0.5262,0.000001
3081.4,0.060305,0.4812,0.000001
3081.5,0.057873,0.4621,0.000001
3081.6,0.053549,0.45,0.000001
3081.7,0.050544,0.4353,0.000001
3081.8,0.050705,0.3386,0.000001
3081.9,0.046293,0.3135,0.000001
3082,0.04448,0.2728,0.000001
3082.1,0.045126,0.2389,0.000001
3082.2,0.043312,0.2236,0.000635
3082.3,0.044496,0.2105,0.000001
3082.4,0.046021,0.2018,0.000001
3082.5,0.045327,0.2031,0.000001
3082.6,0.043737,0.208,0.003935
3082.7,0.041254,0.2209,0.008143
3082.8,0.032913,0.276,0.015483
3082.9,0.032026,0.2884,0.01404
3083,0.037996,0.2539,0.000001
3083.1,0.039995,0.2754,0.001688
3083.2,0.043659,0.3269,0.000001
3083.3,0.045424,0.3969,0.000001
3083.4,0.04687,0.4126,0.000001
3083.5,0.05562,0.3529,0.000001
3083.6,0.063832,0.3136,0.000001
3083.7,0.070066,0.2883,0.000001
3083.8,0.064918,0.3124,0.000901
3083.9,0.057957,0.3253,0.016591
3084,0.054783,0.296,0.027193
3084.1,0.058023,0.2466,0.02854
3084.2,0.06151,0.2177,0.021561
3084.3,0.066927,0.1685,0.008636
3084.4,0.067665,0.1392,0.000001
3084.5,0.062728,0.1538,0.000001
3084.6,0.054406,0.1719,0.000001
3084.7,0.050701,0.1838,0.000001
3084.8,0.049945,0.1868,0.000001
3084.9,0.050282,0.1859,0.000001
3085,0.047589,0.1967,0.000001
3085.1,0.044659,0.2099,0.000001
3085.2,0.043593,0.2228,0.000001
3085.3,0.04397,0.2341,0.000001
3085.4,0.045415,0.2429,0.000001
3085.5,0.048284,0.2477,0.000001
3085.6,0.051523,0.2593,0.000001
3085.7,0.050299,0.3036,0.012393
3085.8,0.053678,0.3189,0.012022
3085.9,0.057328,0.3318,0.019943
3086,0.07534,0.2816,0.000001
3086.1,0.082411,0.2776,0.000001
3086.2,0.083343,0.2818,0.000001
3086.3,0.085686,0.2788,0.000001
3086.4,0.089584,0.2473,0.000001
3086.5,0.091761,0.2196,0.010629
3086.6,0.079226,0.2307,0.04582
3086.7,0.064349,0.2449,0.078673
3086.8,0.047261,0.2603,0.123205
3086.9,0.029345,0.2992,0.14612
3087,0.027061,0.266,0.142635
3087.1,0.025667,0.2726,0.121707
3087.2,0.02882,0.262,0.090209
3087.3,0.036252,0.223,0.065227
3087.4,0.035558,0.2311,0.04951
3087.5,0.038249,0.2186,0.042426
3087.6,0.036633,0.2268,0.045361
3087.7,0.032272,0.2531,0.050174
3087.8,0.035041,0.2389,0.041275
3087.9,0.04545,0.1917,0.026068
3088,0.043145,0.2022,0.029505
3088.1,0.042512,0.2081,0.025865
3088.2,0.048632,0.1878,0.011827
3088.3,0.049498,0.1868,0.012563
3088.4,0.045616,0.2038,0.027366
3088.5,0.046394,0.2083,0.031154
3088.6,0.025944,0.342,0.06747
3088.7,0.029962,0.3096,0.060019
3088.8,0.040491,0.2453,0.040444
3088.9,0.03995,0.2558,0.033508
3089,0.040521,0.2644,0.02557
3089.1,0.036545,0.2993,0.024231
3089.2,0.038528,0.2896,0.018887
3089.3,0.049492,0.2328,0.000001
3089.4,0.050504,0.2271,0.000001
3089.5,0.050082,0.2271,0.000001
3089.6,0.051024,0.2241,0.000001
3089.7,0.049765,0.2297,0.012182
3089.8,0.041492,0.2683,0.037119
3089.9,0.039484,0.2784,0.050351
3090,0.036636,0.2924,0.059458
3090.1,0.042313,0.2568,0.041306
3090.2,0.043193,0.2487,0.034309
3090.3,0.040889,0.2563,0.038009
3090.4,0.044489,0.2343,0.0325
3090.5,0.0451,0.2292,0.029614
3090.6,0.05091,0.2062,0.007215
3090.7,0.050164,0.2103,0.000001
3090.8,0.048979,0.2208,0.000001
3090.9,0.046175,0.2448,0.006162
3091,0.038592,0.304,0.023618
3091.1,0.035314,0.3572,0.028324
3091.2,0.034637,0.3805,0.026897
3091.3,0.036868,0.3684,0.019379
3091.4,0.0355,0.3826,0.02372
3091.5,0.033572,0.4029,0.027568
3091.6,0.034529,0.3955,0.022464
3091.7,0.026318,0.4799,0.045823
3091.8,0.0153,0.6827,0.078051
3091.9,0.018877,0.5871,0.075795
3092,0.03852,0.3481,0.033714
3092.1,0.051908,0.2771,0.008668
3092.2,0.045212,0.314,0.02361
3092.3,0.036373,0.3767,0.042331
3092.4,0.032874,0.4055,0.053475
3092.5,0.031668,0.4166,0.06014
3092.6,0.041108,0.3412,0.037661
3092.7,0.052239,0.2782,0.010024
3092.8,0.051093,0.2754,0.017072
3092.9,0.042327,0.3043,0.041482
3093,0.036364,0.3284,0.061948
3093.1,0.037247,0.3166,0.065138
3093.2,0.039498,0.3054,0.062416
3093.3,0.031298,0.3731,0.074616
3093.4,0.034318,0.3589,0.060858
3093.5,0.048551,0.2758,0.032762
3093.6,0.048884,0.2757,0.032515
3093.7,0.044025,0.3034,0.042605
3093.8,0.057379,0.2454,0.010477
3093.9,0.058472,0.2431,0.000001
3094,0.059083,0.2374,0.000001
3094.1,0.053481,0.2593,0.000001
3094.2,0.051143,0.2683,0.000001
3094.3,0.050229,0.2743,0.000001
3094.4,0.050217,0.2756,0.000001
3094.5,0.049053,0.3008,0.000001
3094.6,0.047924,0.3368,0.000001
3094.7,0.047667,0.3552,0.000001
3094.8,0.05355,0.3471,0.000001
3094.9,0.057786,0.3584,0.004132
3095,0.064483,0.3415,0.000001
3095.1,0.06807,0.3439,0.000001
3095.2,0.076658,0.326,0.000001
3095.3,0.073891,0.3327,0.022813
3095.4,0.065187,0.3554,0.061252
3095.5,0.06208,0.3482,0.100532
3095.6,0.055833,0.3592,0.125643
3095.7,0.052714,0.3683,0.121503
3095.8,0.036647,0.4212,0.134632
3095.9,0.036326,0.3858,0.127141
3096,0.051139,0.272,0.096771
3096.1,0.039647,0.3017,0.122566
3096.2,0.036543,0.3052,0.107556
3096.3,0.037912,0.2972,0.081224
3096.4,0.044004,0.2605,0.063431
3096.5,0.043741,0.2664,0.059557
3096.6,0.025012,0.4199,0.094728
3096.7,0.021509,0.4836,0.098569
3096.8,0.026695,0.4434,0.07835
3096.9,0.032703,0.4047,0.051628
3097,0.032661,0.4266,0.053197
3097.1,0.052004,0.2938,0.01891
3097.2,0.0549,0.2915,0.017644
3097.3,0.058233,0.2777,0.013842
3097.4,0.061695,0.2527,0.010555
3097.5,0.061226,0.2539,0.01598
3097.6,0.052661,0.2853,0.030676
3097.7,0.051659,0.2861,0.038231
3097.8,0.048724,0.2912,0.06516
3097.9,0.041961,0.3213,0.088774
3098,0.041931,0.3201,0.08986
3098.1,0.04286,0.3148,0.086579
3098.2,0.036665,0.3534,0.098645
3098.3,0.024228,0.4609,0.128495
3098.4,0.018995,0.5292,0.142396
3098.5,0.021219,0.5016,0.136725
3098.6,0.028957,0.4113,0.115095
3098.7,0.036113,0.3471,0.093337
3098.8,0.037774,0.3231,0.086669
3098.9,0.052283,0.2476,0.053783
3099,0.049248,0.2591,0.047533
3099.1,0.053008,0.2382,0.043272
3099.2,0.054612,0.2234,0.041665
3099.3,0.057588,0.2118,0.038501
3099.4,0.048404,0.2452,0.057876
3099.5,0.039989,0.2977,0.075585
3099.6,0.038606,0.3172,0.075059
3099.7,0.03558,0.3664,0.072898
3099.8,0.02983,0.4224,0.083665
3099.9,0.034214,0.4079,0.070619
3100,0.027869,0.5055,0.08875
3100.1,0.032071,0.4812,0.064307
3100.2,0.030758,0.5176,0.061409
3100.3,0.037194,0.4604,0.041699
3100.4,0.044167,0.4101,0.0233
3100.5,0.045911,0.3813,0.014867
3100.6,0.041775,0.3797,0.02653
3100.7,0.036418,0.4012,0.046384
3100.8,0.038856,0.3585,0.042687
3100.9,0.041059,0.3382,0.030173
3101,0.041795,0.3231,0.028694
3101.1,0.041234,0.3096,0.041724
3101.2,0.02957,0.3758,0.074163
3101.3,0.038031,0.3084,0.051917
3101.4,0.040523,0.2913,0.047473
3101.5,0.046771,0.2592,0.037141
3101.6,0.045985,0.2642,0.035075
3101.7,0.048566,0.2527,0.022607
3101.8,0.050683,0.2397,0.017117
3101.9,0.045518,0.2596,0.032194
3102,0.04707,0.2541,0.027895
3102.1,0.04425,0.2677,0.034293
3102.2,0.040786,0.2815,0.044591
3102.3,0.042356,0.2709,0.042231
3102.4,0.048054,0.2434,0.030609
