DEPTH,PHIE,SWE,VSH
2430.3,0.148977,0.4864,0.029704
2430.4,0.144089,0.5007,0.025162
2430.5,0.140504,0.5092,0.019214
2430.6,0.134632,0.521,0.02007
2430.7,0.129592,0.5214,0.023697
2430.8,0.126889,0.5194,0.024193
2430.9,0.131322,0.4873,0.019281
2431,0.135352,0.4619,0.018135
2431.1,0.145203,0.4294,0.018688
2431.2,0.149812,0.4244,0.029826
2431.3,0.146478,0.4523,0.051884
2431.4,0.142435,0.4813,0.070207
2431.5,0.138923,0.5059,0.091719
2431.6,0.136664,0.5135,0.107716
2431.7,0.136601,0.5087,0.117685
2431.8,0.136306,0.5085,0.118833
2431.9,0.144096,0.4791,0.1068
2432,0.148079,0.4519,0.111617
2432.1,0.151246,0.4191,0.115157
2432.2,0.153792,0.387,0.110772
2432.3,0.156437,0.3584,0.095448
2432.4,0.158119,0.3486,0.085569
2432.5,0.160283,0.3405,0.068926
2432.6,0.159638,0.3383,0.056871
2432.7,0.158038,0.3371,0.04853
2432.8,0.157744,0.3334,0.04139
2432.9,0.154317,0.3375,0.040738
2433,0.152371,0.3399,0.041253
2433.1,0.148795,0.3475,0.043052
2433.2,0.144063,0.3619,0.042467
2433.3,0.142157,0.3723,0.042814
2433.4,0.143172,0.382,0.038798
2433.5,0.142267,0.3898,0.033796
2433.6,0.13931,0.3976,0.028267
2433.7,0.141335,0.3911,0.017919
2433.8,0.142308,0.3829,0.01305
2433.9,0.142363,0.3702,0.008844
2434,0.141661,0.3575,0.009058
2434.1,0.136492,0.3563,0.016174
2434.2,0.13143,0.3556,0.024394
2434.3,0.127033,0.3502,0.036483
2434.4,0.127404,0.3501,0.041841
2434.5,0.128998,0.3532,0.046114
2434.6,0.132399,0.3599,0.044671
2434.7,0.13523,0.3716,0.042615
2434.8,0.136307,0.399,0.04048
2434.9,0.138221,0.4195,0.038844
2435,0.135197,0.443,0.043001
2435.1,0.13569,0.4448,0.045886
2435.2,0.137658,0.4416,0.04458
2435.3,0.139524,0.4435,0.040026
2435.4,0.143863,0.4398,0.02993
2435.5,0.143133,0.4521,0.025031
2435.6,0.144972,0.4616,0.01994
2435.7,0.150646,0.4794,0.016389
2435.8,0.157415,0.5044,0.013481
2435.9,0.165387,0.5147,0.015215
2436,0.170368,0.518,0.01484
2436.1,0.17436,0.5067,0.013465
2436.2,0.173498,0.4951,0.010652
2436.3,0.16751,0.4905,0.013294
2436.4,0.157392,0.5034,0.020022
2436.5,0.14924,0.4882,0.025929
2436.6,0.142578,0.4316,0.03225
2436.7,0.132302,0.4058,0.034651
2436.8,0.124663,0.4246,0.037684
2436.9,0.119036,0.4523,0.044514
2437,0.116955,0.4926,0.049097
2437.1,0.11331,0.508,0.053984
2437.2,0.10955,0.5269,0.061022
2437.3,0.107377,0.5722,0.067418
2437.4,0.107653,0.5717,0.077099
2437.5,0.103426,0.6009,0.087051
2437.6,0.102259,0.611,0.096495
2437.7,0.106604,0.598,0.098317
2437.8,0.113366,0.5847,0.099244
2437.9,0.121247,0.5696,0.101934
2438,0.125715,0.5805,0.104633
2438.1,0.127896,0.605,0.105936
2438.2,0.12351,0.6458,0.11296
2438.3,0.117302,0.6626,0.121428
2438.4,0.10899,0.6866,0.12842
2438.5,0.109075,0.6571,0.128166
2438.6,0.105181,0.6372,0.127859
2438.7,0.10097,0.625,0.124142
2438.8,0.100068,0.5927,0.117645
2438.9,0.105385,0.5041,0.094746
2439,0.109833,0.4478,0.085919
2439.1,0.113957,0.428,0.076763
2439.2,0.118485,0.4221,0.06559
2439.3,0.119623,0.4264,0.055678
2439.4,0.123744,0.4184,0.051006
2439.5,0.123917,0.4214,0.047195
2439.6,0.123857,0.4263,0.043793
2439.7,0.122088,0.4378,0.039625
2439.8,0.119792,0.4491,0.037403
2439.9,0.115737,0.4673,0.02622
2440,0.105453,0.4927,0.043416
2440.1,0.099456,0.4979,0.046565
2440.2,0.095873,0.4799,0.043626
2440.3,0.089373,0.4436,0.039137
2440.4,0.081909,0.4287,0.028593
2440.5,0.074553,0.4187,0.022959
2440.6,0.071916,0.4277,0.014786
2440.7,0.074738,0.4153,0.016978
2440.8,0.080475,0.436,0.023485
2440.9,0.089218,0.4494,0.039141
2441,0.101513,0.4142,0.047601
2441.1,0.117455,0.4277,0.061711
2441.2,0.127178,0.4642,0.077252
2441.3,0.130321,0.5377,0.089373
2441.4,0.128008,0.592,0.100989
2441.5,0.122828,0.6406,0.101582
2441.6,0.108519,0.7243,0.100242
2441.7,0.102319,0.7504,0.089824
2441.8,0.091602,0.7861,0.081819
2441.9,0.081825,0.8251,0.059296
2442,0.080443,0.7713,0.04523
2442.1,0.080775,0.6833,0.0309
2442.2,0.079471,0.6296,0.025867
2442.3,0.078655,0.606,0.023012
2442.4,0.076229,0.6153,0.022039
2442.5,0.076936,0.6102,0.027184
2442.6,0.084404,0.5744,0.027074
2442.7,0.084283,0.5918,0.04141
2442.8,0.085223,0.5908,0.047067
2442.9,0.086166,0.5786,0.05226
2443,0.088889,0.5523,0.05207
2443.1,0.090143,0.5303,0.045691
2443.2,0.092289,0.5036,0.033136
2443.3,0.09477,0.4825,0.021447
2443.4,0.097831,0.4574,0.017599
2443.5,0.103206,0.4347,0.014678
2443.6,0.113613,0.4104,0.01532
2443.7,0.124424,0.4136,0.014877
2443.8,0.135053,0.4248,0.016998
2443.9,0.149887,0.4079,0.02284
2444,0.157102,0.4238,0.031814
2444.1,0.170084,0.4172,0.041474
2444.2,0.176984,0.4167,0.058708
2444.3,0.17605,0.4572,0.077724
2444.4,0.174808,0.463,0.096558
2444.5,0.172036,0.4637,0.108149
2444.6,0.168152,0.4234,0.105773
2444.7,0.140038,0.5156,0.125406
2444.8,0.132363,0.521,0.122386
2444.9,0.134104,0.5109,0.101546
2445,0.143159,0.4792,0.085906
2445.1,0.15714,0.4482,0.073693
2445.2,0.168123,0.4412,0.075092
2445.3,0.176286,0.4404,0.093264
2445.4,0.180947,0.4553,0.114457
2445.5,0.180108,0.4904,0.140423
2445.6,0.172948,0.5415,0.165808
2445.7,0.166204,0.5691,0.190101
2445.8,0.158617,0.6045,0.204567
2445.9,0.141734,0.6603,0.223301
2446,0.138416,0.6553,0.219012
2446.1,0.138156,0.6367,0.209099
2446.2,0.135911,0.6208,0.200636
2446.3,0.134235,0.6052,0.192654
2446.4,0.137347,0.5737,0.164005
2446.5,0.131044,0.5637,0.148578
2446.6,0.123613,0.5614,0.129277
2446.7,0.118041,0.5611,0.110581
2446.8,0.112673,0.5609,0.085921
2446.9,0.090617,0.6335,0.099712
2447,0.098724,0.5568,0.059116
2447.1,0.102295,0.5091,0.047466
2447.2,0.103526,0.4729,0.038932
2447.3,0.102819,0.4459,0.029829
2447.4,0.098311,0.4162,0.028845
2447.5,0.098044,0.3709,0.018894
2447.6,0.095806,0.3682,0.011562
2447.7,0.096633,0.3616,0.005024
2447.8,0.096391,0.3675,0.003142
2447.9,0.090836,0.3978,0.006779
2448,0.089387,0.4171,0.009731
2448.1,0.087927,0.4402,0.014375
2448.2,0.08971,0.45,0.024097
2448.3,0.090631,0.4574,0.026705
2448.4,0.099606,0.4264,0.025464
2448.5,0.102329,0.4227,0.022809
2448.6,0.109326,0.4014,0.017142
2448.7,0.113357,0.3933,0.013045
2448.8,0.117059,0.3865,0.010213
2448.9,0.117858,0.3867,0.011936
2449,0.112848,0.4095,0.016447
2449.1,0.109501,0.4362,0.022571
2449.2,0.107947,0.4576,0.026479
2449.3,0.107057,0.4687,0.029746
2449.4,0.108568,0.4656,0.033359
2449.5,0.112896,0.4459,0.033346
2449.6,0.115244,0.4285,0.035435
2449.7,0.120351,0.3979,0.031625
2449.8,0.125921,0.3661,0.023057
2449.9,0.124843,0.3506,0.017539
2450,0.135543,0.2874,0.007256
2450.1,0.142083,0.2464,0.000001
2450.2,0.144218,0.2394,0.000001
2450.3,0.149261,0.2305,0.000001
2450.4,0.153541,0.2269,0.000001
2450.5,0.155866,0.2295,0.000001
2450.6,0.158751,0.2237,0.000001
2450.7,0.159871,0.1851,0.000001
2450.8,0.156193,0.1751,0.000001
2450.9,0.149796,0.1632,0.000001
2451,0.134202,0.2557,0.000001
2451.1,0.122677,0.3136,0.000001
2451.2,0.112603,0.3616,0.002594
2451.3,0.108275,0.387,0.007796
2451.4,0.104657,0.4135,0.011978
2451.5,0.100336,0.4426,0.014484
2451.6,0.101271,0.4456,0.009323
2451.7,0.105406,0.4312,0.000001
2451.8,0.108539,0.4205,0.000001
2451.9,0.110326,0.4179,0.000001
2452,0.11244,0.4111,0.000001
2452.1,0.118175,0.3827,0.000001
2452.2,0.124932,0.3597,0.000001
2452.3,0.128578,0.3482,0.000001
2452.4,0.131978,0.3477,0.000001
2452.5,0.135078,0.3537,0.002558
2452.6,0.142646,0.3397,0.001544
2452.7,0.152683,0.2628,0.000001
2452.8,0.148806,0.3085,0.000001
2452.9,0.144273,0.3502,0.001606
2453,0.13838,0.3688,0.008482
2453.1,0.132011,0.3876,0.011696
2453.2,0.122882,0.4153,0.017252
2453.3,0.118357,0.4329,0.018437
2453.4,0.115501,0.4481,0.015877
2453.5,0.114187,0.4606,0.008494
2453.6,0.10967,0.4866,0.005191
2453.7,0.103368,0.5222,0.004753
2453.8,0.090506,0.5989,0.006984
2453.9,0.085416,0.6285,0.010841
2454,0.074367,0.7016,0.016198
2454.1,0.070437,0.7142,0.021826
2454.2,0.072267,0.6831,0.023597
2454.3,0.065598,0.7398,0.027914
2454.4,0.062184,0.7589,0.030322
2454.5,0.063602,0.7146,0.03321
2454.6,0.065508,0.675,0.033364
2454.7,0.066202,0.6524,0.032576
2454.8,0.062296,0.6686,0.033897
2454.9,0.056762,0.7084,0.031658
2455,0.056426,0.6837,0.0325
2455.1,0.053222,0.6403,0.034546
2455.2,0.046728,0.6408,0.03514
2455.3,0.044603,0.6381,0.03169
2455.4,0.042407,0.647,0.028088
2455.5,0.040188,0.6455,0.026228
2455.6,0.039358,0.6061,0.019469
2455.7,0.042041,0.5447,0.006627
2455.8,0.042165,0.5344,0.000001
2455.9,0.03915,0.5671,0.000001
2456,0.035914,0.6197,0.000001
2456.1,0.03271,0.6943,0.000001
2456.2,0.034019,0.7061,0.000001
2456.3,0.034915,0.7136,0.000001
2456.4,0.037037,0.73,0.000001
2456.5,0.044384,0.6848,0.000001
2456.6,0.05314,0.6595,0.000001
2456.7,0.061085,0.6347,0.000001
2456.8,0.070981,0.5657,0.000001
2456.9,0.085323,0.4956,0.000001
2457,0.094274,0.4762,0.000001
2457.1,0.101957,0.4644,0.000001
2457.2,0.107705,0.4458,0.006782
2457.3,0.114143,0.4404,0.008154
2457.4,0.114261,0.462,0.011784
2457.5,0.113902,0.4736,0.011501
2457.6,0.116508,0.4662,0.005249
2457.7,0.118126,0.4566,0.000001
2457.8,0.115685,0.4635,0.000001
2457.9,0.10521,0.5104,0.000001
2458,0.096904,0.5504,0.000001
2458.1,0.094948,0.5349,0.000001
2458.2,0.09458,0.506,0.000001
2458.3,0.098476,0.4423,0.000001
2458.4,0.102434,0.4238,0.000001
2458.5,0.106531,0.3935,0.000001
2458.6,0.108036,0.3983,0.000001
2458.7,0.106239,0.4517,0.000001
2458.8,0.107997,0.4578,0.000001
2458.9,0.110076,0.4782,0.005056
2459,0.111804,0.5041,0.005929
2459.1,0.114589,0.5208,0.009884
2459.2,0.116548,0.546,0.008536
2459.3,0.114085,0.5832,0.012429
2459.4,0.110228,0.5899,0.016135
2459.5,0.104345,0.5873,0.022921
2459.6,0.100378,0.5962,0.030817
2459.7,0.092737,0.6555,0.040197
2459.8,0.090741,0.6497,0.043355
2459.9,0.09614,0.5742,0.03525
2460,0.098784,0.5413,0.028892
2460.1,0.098216,0.5406,0.024753
2460.2,0.09696,0.5593,0.021488
2460.3,0.096116,0.584,0.021994
2460.4,0.094479,0.6047,0.025885
2460.5,0.086202,0.6571,0.040289
2460.6,0.077812,0.7139,0.056493
2460.7,0.073953,0.732,0.072192
2460.8,0.074555,0.7112,0.079342
2460.9,0.078082,0.6584,0.085871
2461,0.082625,0.6061,0.080964
2461.1,0.086734,0.5716,0.072499
2461.2,0.088247,0.5416,0.063272
2461.3,0.089581,0.5156,0.049609
2461.4,0.09082,0.4931,0.037378
2461.5,0.086362,0.5374,0.031537
2461.6,0.08586,0.549,0.022248
2461.7,0.079335,0.6057,0.020949
2461.8,0.077282,0.6371,0.016841
2461.9,0.078735,0.6431,0.00263
2462,0.078453,0.6568,0.000001
2462.1,0.076899,0.6855,0.000001
2462.2,0.074784,0.7171,0.000001
2462.3,0.074595,0.7272,0.000001
2462.4,0.071627,0.7709,0.000001
2462.5,0.068482,0.8168,0.000001
2462.6,0.067772,0.8156,0.000001
2462.7,0.067071,0.8006,0.000001
2462.8,0.070788,0.7426,0.000001
2462.9,0.071421,0.7304,0.000001
2463,0.073689,0.7112,0.000001
2463.1,0.078696,0.7053,0.000001
2463.2,0.09255,0.6707,0.000001
2463.3,0.100482,0.658,0.004972
2463.4,0.111874,0.6149,0.01056
2463.5,0.120001,0.6074,0.016153
2463.6,0.128116,0.5903,0.040169
2463.7,0.131236,0.6041,0.050167
2463.8,0.127881,0.6477,0.059683
2463.9,0.123477,0.6925,0.057538
2464,0.123324,0.6886,0.050874
2464.1,0.124497,0.6681,0.031448
2464.2,0.120979,0.6729,0.01441
2464.3,0.116682,0.6822,0.003569
2464.4,0.110875,0.7045,0.000001
2464.5,0.107243,0.6967,0.000001
2464.6,0.103819,0.691,0.000001
2464.7,0.099979,0.6993,0.000001
2464.8,0.098906,0.6822,0.000001
2464.9,0.100026,0.6543,0.000001
2465,0.09827,0.6434,0.000001
2465.1,0.096644,0.6281,0.000001
2465.2,0.094698,0.6047,0.000001
2465.3,0.09404,0.627,0.000001
2465.4,0.090197,0.6254,0.008326
2465.5,0.08748,0.6119,0.018631
2465.6,0.087045,0.5931,0.03106
2465.7,0.090761,0.5624,0.040275
2465.8,0.084758,0.5988,0.051691
2465.9,0.086325,0.5873,0.060233
2466,0.091702,0.5584,0.05846
2466.1,0.09174,0.5619,0.058521
2466.2,0.090118,0.5797,0.056294
2466.3,0.090316,0.5836,0.052176
2466.4,0.093232,0.5635,0.045411
2466.5,0.099211,0.5218,0.039739
2466.6,0.099619,0.5059,0.035119
2466.7,0.098587,0.5038,0.027494
2466.8,0.095349,0.5137,0.02655
2466.9,0.094022,0.5185,0.021013
2467,0.097348,0.507,0.016862
2467.1,0.099717,0.5054,0.01406
2467.2,0.099115,0.5252,0.019779
2467.3,0.099147,0.5432,0.024434
2467.4,0.101233,0.5458,0.028753
2467.5,0.102232,0.5529,0.031818
2467.6,0.101737,0.5641,0.031716
2467.7,0.096757,0.5966,0.030527
2467.8,0.091957,0.6196,0.032297
2467.9,0.084741,0.6476,0.031242
2468,0.081496,0.643,0.030351
2468.1,0.074154,0.6774,0.033666
2468.2,0.067672,0.7127,0.039548
2468.3,0.064286,0.7269,0.042252
2468.4,0.059934,0.7574,0.042728
2468.5,0.055302,0.7888,0.044713
2468.6,0.053535,0.7871,0.044326
2468.7,0.053809,0.7703,0.040025
2468.8,0.056942,0.7253,0.030625
2468.9,0.061187,0.6668,0.016905
2469,0.06127,0.641,0.015559
2469.1,0.062858,0.6131,0.010726
2469.2,0.061148,0.6222,0.015381
2469.3,0.063035,0.6064,0.019757
2469.4,0.079976,0.49,0.016152
2469.5,0.087613,0.4625,0.0141
2469.6,0.091476,0.4606,0.01116
2469.7,0.097106,0.4472,0.007278
2469.8,0.098603,0.4502,0.006563
2469.9,0.102404,0.4432,0.004278
2470,0.102826,0.447,0.004431
2470.1,0.102818,0.4526,0.00448
2470.2,0.100942,0.4644,0.007856
2470.3,0.097987,0.4772,0.012985
2470.4,0.094238,0.49,0.019453
2470.5,0.086493,0.5263,0.022671
2470.6,0.080441,0.559,0.021829
2470.7,0.073187,0.6024,0.021283
2470.8,0.070417,0.6232,0.01742
2470.9,0.066662,0.6665,0.013839
2471,0.067489,0.6729,0.0081
2471.1,0.068564,0.6797,0.002774
2471.2,0.069658,0.69,0.000001
2471.3,0.074822,0.6556,0.000001
2471.4,0.084189,0.5813,0.000001
2471.5,0.086781,0.5483,0.002193
2471.6,0.086443,0.6041,0.009419
2471.7,0.086034,0.6093,0.012535
2471.8,0.086107,0.6033,0.013116
2471.9,0.089247,0.5816,0.008123
2472,0.091909,0.5699,0.000516
2472.1,0.092827,0.5726,0.000001
2472.2,0.09508,0.5766,0.000001
2472.3,0.099562,0.5647,0.000001
2472.4,0.100724,0.5647,0.001396
2472.5,0.097391,0.5976,0.010715
2472.6,0.094498,0.628,0.015002
2472.7,0.091823,0.6553,0.020094
2472.8,0.090491,0.665,0.023141
2472.9,0.085955,0.6923,0.034493
2473,0.086652,0.6856,0.036817
2473.1,0.088847,0.6716,0.03841
2473.2,0.090441,0.6802,0.035126
2473.3,0.095688,0.6783,0.026692
2473.4,0.104294,0.6648,0.020009
2473.5,0.111145,0.6656,0.015487
2473.6,0.113103,0.6796,0.017824
2473.7,0.114959,0.6758,0.023687
2473.8,0.111638,0.6982,0.034215
2473.9,0.105248,0.7399,0.046135
2474,0.09838,0.7821,0.068739
2474.1,0.093168,0.8052,0.084682
2474.2,0.087192,0.8363,0.101979
2474.3,0.084657,0.8355,0.113992
2474.4,0.080761,0.8131,0.124985
2474.5,0.074841,0.8119,0.142303
2474.6,0.065634,0.8477,0.149538
2474.7,0.056409,0.8227,0.153057
2474.8,0.049725,0.7989,0.158407
2474.9,0.043628,0.7708,0.161008
2475,0.036671,0.7273,0.162004
2475.1,0.033918,0.7052,0.161322
2475.2,0.0374,0.7326,0.15897
2475.3,0.044792,0.7768,0.154659
2475.4,0.052359,0.809,0.15118
2475.5,0.062085,0.8174,0.134732
2475.6,0.069167,0.7753,0.116744
2475.7,0.073104,0.7324,0.101179
2475.8,0.075502,0.7274,0.086842
2475.9,0.072838,0.764,0.083989
2476,0.074359,0.7316,0.05844
2476.1,0.07378,0.7199,0.049311
2476.2,0.075729,0.6675,0.041962
2476.3,0.077577,0.6386,0.034222
2476.4,0.081419,0.6289,0.02528
2476.5,0.090952,0.6022,0.015694
2476.6,0.104808,0.5605,0.0092
2476.7,0.110203,0.5772,0.006466
2476.8,0.109834,0.6307,0.013138
2476.9,0.122586,0.6181,0.013485
2477,0.128228,0.6417,0.020376
2477.1,0.128404,0.6674,0.027188
2477.2,0.125243,0.6923,0.034806
2477.3,0.121224,0.7087,0.036967
2477.4,0.097538,0.8775,0.047807
2477.5,0.088673,0.8872,0.048555
2477.6,0.081965,0.878,0.04897
2477.7,0.079305,0.8686,0.051041
2477.8,0.07975,0.7763,0.052051
2477.9,0.077672,0.72,0.05091
2478,0.0762,0.6713,0.048796
2478.1,0.077002,0.6093,0.04478
2478.2,0.086591,0.5211,0.035592
2478.3,0.095753,0.4667,0.016476
2478.4,0.102192,0.4442,0.00866
2478.5,0.113159,0.4095,0.000001
2478.6,0.11781,0.3813,0.000001
2478.7,0.11278,0.3237,0.000001
2478.8,0.109896,0.3042,0.000001
2478.9,0.106531,0.3763,0.000001
2479,0.102934,0.3793,0.000001
2479.1,0.100381,0.3652,0.000001
2479.2,0.097329,0.3653,0.000001
2479.3,0.095362,0.3657,0.009053
2479.4,0.09404,0.3666,0.013684
2479.5,0.09453,0.366,0.008428
2479.6,0.095523,0.368,0.005328
2479.7,0.101237,0.3514,0.014769
2479.8,0.102762,0.3508,0.018895
2479.9,0.102221,0.3555,0.02737
2480,0.105548,0.3503,0.022507
2480.1,0.108964,0.3269,0.016611
2480.2,0.111959,0.2678,0.014234
2480.3,0.116906,0.2826,0.016495
2480.4,0.12113,0.3376,0.0232
2480.5,0.12262,0.3413,0.017257
2480.6,0.123381,0.3486,0.009631
2480.7,0.123068,0.3579,0.016065
2480.8,0.119536,0.3751,0.022622
2480.9,0.117074,0.3877,0.03641
2481,0.118777,0.3889,0.043659
2481.1,0.12104,0.391,0.056039
2481.2,0.123629,0.3879,0.064993
2481.3,0.125109,0.3901,0.072853
2481.4,0.122178,0.4038,0.076396
2481.5,0.125769,0.4053,0.075254
2481.6,0.132533,0.3964,0.073113
2481.7,0.143948,0.37,0.07589
2481.8,0.144011,0.3731,0.076282
2481.9,0.143787,0.3789,0.076687
2482,0.1422,0.39,0.07647
2482.1,0.144333,0.3843,0.076608
2482.2,0.142148,0.3921,0.077548
2482.3,0.139988,0.3947,0.078771
2482.4,0.138853,0.3633,0.077678
2482.5,0.145154,0.326,0.0709
2482.6,0.146787,0.2723,0.065524
2482.7,0.145568,0.3064,0.056772
2482.8,0.143109,0.3697,0.061241
2482.9,0.139097,0.3782,0.08234
2483,0.142076,0.3833,0.092172
2483.1,0.147026,0.3795,0.096083
2483.2,0.148946,0.3396,0.087951
2483.3,0.152048,0.3263,0.078846
2483.4,0.152342,0.3765,0.075123
2483.5,0.151445,0.4073,0.077292
2483.6,0.150412,0.3584,0.082682
2483.7,0.149388,0.3232,0.08514
2483.8,0.148507,0.2981,0.081726
2483.9,0.152516,0.2904,0.081267
2484,0.154062,0.2182,0.08199
2484.1,0.153125,0.2497,0.077125
2484.2,0.149289,0.3472,0.078541
2484.3,0.154713,0.3895,0.0744
2484.4,0.160491,0.3813,0.067881
2484.5,0.164303,0.3661,0.064428
2484.6,0.165519,0.2769,0.065068
2484.7,0.164871,0.2267,0.069927
2484.8,0.164562,0.2119,0.073945
2484.9,0.165417,0.3067,0.079912
2485,0.16475,0.4016,0.085476
2485.1,0.161858,0.3956,0.10462
2485.2,0.157571,0.4107,0.120123
2485.3,0.152286,0.4039,0.118082
2485.4,0.148681,0.4022,0.110297
2485.5,0.147254,0.3891,0.092301
2485.6,0.146209,0.3716,0.06478
2485.7,0.146708,0.3322,0.040174
2485.8,0.138165,0.3742,0.034839
2485.9,0.125279,0.3715,0.030219
2486,0.114627,0.4521,0.034483
2486.1,0.109289,0.489,0.034717
2486.2,0.105866,0.4692,0.035883
2486.3,0.101598,0.4638,0.033804
2486.4,0.096676,0.4763,0.027878
2486.5,0.097873,0.4683,0.022262
2486.6,0.099269,0.4562,0.021188
2486.7,0.100221,0.4461,0.019133
2486.8,0.099434,0.4459,0.022956
2486.9,0.1013,0.4365,0.026412
2487,0.104316,0.4241,0.028552
2487.1,0.107812,0.4092,0.026862
2487.2,0.108029,0.4105,0.022393
2487.3,0.105982,0.4015,0.016236
2487.4,0.108051,0.3533,0.009229
2487.5,0.107439,0.3532,0.007976
2487.6,0.107061,0.405,0.017098
2487.7,0.106133,0.4179,0.023989
2487.8,0.101812,0.4467,0.037474
2487.9,0.095271,0.4896,0.058737
2488,0.094691,0.5061,0.061981
2488.1,0.096826,0.5034,0.060376
2488.2,0.101546,0.4665,0.052712
2488.3,0.107474,0.4236,0.043408
2488.4,0.105175,0.4072,0.03897
2488.5,0.104614,0.3974,0.037284
2488.6,0.100882,0.4396,0.03628
2488.7,0.10305,0.4264,0.025675
2488.8,0.104502,0.394,0.015309
2488.9,0.103171,0.3925,0.000663
2489,0.101183,0.3894,0.000001
2489.1,0.099757,0.3911,0.000001
2489.2,0.099977,0.3783,0.000001
2489.3,0.097558,0.3947,0.000001
2489.4,0.092349,0.4616,0.000001
2489.5,0.092263,0.4948,0.000001
2489.6,0.090257,0.5175,0.000001
2489.7,0.086477,0.543,0.000001
2489.8,0.08461,0.5491,0.000001
2489.9,0.080507,0.5564,0.000001
2490,0.079744,0.5417,0.000001
2490.1,0.0823,0.4655,0.000001
2490.2,0.078334,0.4785,0.000001
2490.3,0.074104,0.4521,0.000001
2490.4,0.072759,0.4586,0.000001
2490.5,0.072823,0.4713,0.000001
2490.6,0.073546,0.4785,0.000001
2490.7,0.075006,0.4758,0.000001
2490.8,0.075787,0.4865,0.000001
2490.9,0.070868,0.544,0.000001
2491,0.069193,0.5718,0.000001
2491.1,0.068367,0.5789,0.000001
2491.2,0.070388,0.5606,0.000001
2491.3,0.071132,0.556,0.000001
2491.4,0.07654,0.5232,0.000001
2491.5,0.080421,0.4654,0.000001
2491.6,0.083603,0.4447,0.000001
2491.7,0.085226,0.4418,0.000001
2491.8,0.085839,0.4133,0.000001
2491.9,0.086544,0.4037,0.000001
2492,0.087698,0.4162,0.000001
2492.1,0.088851,0.4538,0.000001
2492.2,0.094782,0.5025,0.000001
2492.3,0.100278,0.4956,0.000001
2492.4,0.106374,0.5052,0.000001
2492.5,0.11237,0.4859,0.000001
2492.6,0.114693,0.4832,0.000001
2492.7,0.115395,0.4903,0.000001
2492.8,0.114494,0.5039,0.000001
2492.9,0.113835,0.5124,0.000001
2493,0.115867,0.4984,0.000001
2493.1,0.120525,0.4731,0.000001
2493.2,0.125591,0.4881,0.000001
2493.3,0.129645,0.4944,0.0016
2493.4,0.133059,0.4827,0.002361
2493.5,0.137895,0.4756,0.000239
2493.6,0.140667,0.5099,0.000001
2493.7,0.142265,0.5333,0.000001
2493.8,0.142126,0.5458,0.000001
2493.9,0.140336,0.5638,0.000001
2494,0.139391,0.5671,0.000001
2494.1,0.138803,0.5556,0.000001
2494.2,0.138491,0.5428,0.000001
2494.3,0.13761,0.5394,0.000001
2494.4,0.138149,0.5198,0.000001
2494.5,0.13938,0.5071,0.000001
2494.6,0.143326,0.4931,0.000001
2494.7,0.14822,0.4967,0.000001
2494.8,0.151547,0.5087,0.000001
2494.9,0.163102,0.5143,0.003595
2495,0.165685,0.5374,0.004487
2495.1,0.16776,0.5555,0.009173
2495.2,0.167738,0.6141,0.015316
2495.3,0.1686,0.6536,0.020251
2495.4,0.168018,0.6713,0.023022
2495.5,0.169643,0.6799,0.024123
2495.6,0.170838,0.6963,0.024979
2495.7,0.170362,0.7086,0.027592
2495.8,0.168801,0.7166,0.029085
2495.9,0.164787,0.7345,0.028055
2496,0.159346,0.7604,0.029941
2496.1,0.155106,0.7585,0.027305
2496.2,0.150217,0.7642,0.021989
2496.3,0.146002,0.7626,0.018451
2496.4,0.143015,0.7696,0.006906
2496.5,0.139548,0.7496,0.000001
2496.6,0.133615,0.7114,0.000001
2496.7,0.129843,0.6854,0.000001
2496.8,0.127354,0.6702,0.000001
2496.9,0.127869,0.6694,0.000001
2497,0.131441,0.6681,0.000001
2497.1,0.136552,0.6469,0.000001
2497.2,0.142248,0.6622,0.000001
2497.3,0.148501,0.656,0.000001
2497.4,0.153708,0.6717,0.00156
2497.5,0.158155,0.6703,0.003242
2497.6,0.162058,0.6824,0.000001
2497.7,0.163534,0.7008,0.000001
2497.8,0.165304,0.7035,0.000001
2497.9,0.165493,0.7015,0.000001
2498,0.163863,0.6932,0.000001
2498.1,0.161539,0.6943,0.000001
2498.2,0.159427,0.7029,0.000001
2498.3,0.156104,0.7185,0.000001
2498.4,0.152756,0.7169,0.000001
2498.5,0.150352,0.7253,0.000001
2498.6,0.148219,0.7281,0.000001
2498.7,0.145245,0.742,0.000001
2498.8,0.144537,0.7424,0.000001
2498.9,0.146231,0.7577,0.000001
2499,0.147813,0.7655,0.000001
2499.1,0.151938,0.7748,0.000001
2499.2,0.154998,0.7699,0.000001
2499.3,0.159468,0.7593,0.000001
2499.4,0.161647,0.7624,0.000001
2499.5,0.162946,0.7594,0.000001
2499.6,0.163171,0.7517,0.000001
2499.7,0.162621,0.7665,0.000001
2499.8,0.162088,0.7587,0.000001
2499.9,0.155791,0.7798,0.000001
2500,0.152594,0.7893,0.000001
2500.1,0.150306,0.8068,0.000001
2500.2,0.146842,0.835,0.000001
2500.3,0.145075,0.8598,0.000001
2500.4,0.143971,0.8542,0.000001
2500.5,0.142628,0.8521,0.000001
2500.6,0.141968,0.8637,0.000001
2500.7,0.141726,0.8685,0.000001
2500.8,0.140792,0.8577,0.000001
2500.9,0.139976,0.8525,0.000001
2501,0.13964,0.8427,0.000001
2501.1,0.138285,0.8303,0.000001
